,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,1.0,0.71,0.84,0.46,0.68,0.98,1.0
ivatamasks.csv,0.92,0.67,0.63,0.67,0.88,0.94,0.97
ivataopenportal.csv,1.0,0.9,0.93,0.84,0.75,0.89,1.0
kolmafia.csv,1.0,0.95,0.92,1.0,0.99,0.77,0.88
mb-unit.csv,0.31,0.67,0.72,1.0,1.0,1.0,0.8
nova.csv,0.77,0.48,0.33,0.2,0.2,0.38,0.67
olex2.csv,0.54,0.52,0.65,0.99,0.94,0.6,0.75
