,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.23,0.39,0.85,0.85,0.53,0.54,0.47
ivatamasks.csv,0.27,0.25,0.86,0.84,0.54,0.59,0.47
ivataopenportal.csv,0.23,0.2,0.86,0.7,0.72,0.56,0.46
kolmafia.csv,0.23,0.21,0.87,0.68,0.52,0.8,0.48
mb-unit.csv,0.2,0.16,0.9,0.68,0.52,0.55,0.54
nova.csv,0.53,0.19,0.86,0.77,0.46,0.58,0.47
olex2.csv,0.35,0.22,0.89,0.67,0.5,0.57,0.7
