,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.37,0.51,0.85,0.6,0.6,0.7,0.63
ivatamasks.csv,0.41,0.36,0.73,0.75,0.67,0.73,0.63
ivataopenportal.csv,0.37,0.32,0.89,0.76,0.73,0.69,0.63
kolmafia.csv,0.37,0.34,0.89,0.81,0.68,0.78,0.62
mb-unit.csv,0.24,0.26,0.8,0.81,0.68,0.71,0.64
nova.csv,0.62,0.27,0.47,0.32,0.28,0.46,0.55
olex2.csv,0.42,0.31,0.75,0.8,0.65,0.58,0.73
