,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.65,0.47,0.61,0.88,0.56,0.93,0.66,0.0,0.69,0.86,0.78
freedom-erp.csv,0.82,0.67,0.73,0.5,0.0,0.75,0.5,0.36,0.42,0.0,0.5
haggle.csv,0.89,0.94,0.81,0.41,0.83,0.92,0.86,0.67,0.67,0.47,0.89
jchassis.csv,0.0,0.0,0.0,0.0,0.75,0.0,0.83,0.0,0.0,0.86,0.0
jmoney.csv,0.38,0.37,0.52,0.42,0.32,0.4,0.93,0.68,0.36,0.67,0.88
jsidplay2.csv,0.42,0.83,0.4,0.91,0.4,0.86,0.45,0.31,0.6,0.68,0.48
madman.csv,0.67,0.43,0.71,0.45,0.55,0.65,0.72,0.47,0.5,0.78,0.33
matrex.csv,0.48,0.88,0.54,0.83,0.49,0.5,0.45,0.71,0.78,0.0,0.0
mediate.csv,0.59,0.85,0.89,0.55,0.44,0.81,0.44,0.45,0.5,0.67,0.92
primefaces.csv,0.32,0.4,0.39,0.48,0.32,0.44,0.33,0.51,0.4,0.49,0.45
tmva.csv,0.4,0.51,0.4,0.46,0.32,0.51,0.35,0.31,0.5,0.45,0.31
