,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.64,0.47,0.95,0.45,0.68,0.49,0.62,0.33,0.26,0.71,0.48,0.56,0.6,0.72
exordium.csv,0.21,0.05,0.2,0.15,0.95,0.2,0.38,0.26,0.29,0.51,0.06,0.29,0.26,0.28
google-caja.csv,0.95,0.53,0.7,0.95,0.84,0.84,0.75,1.0,0.76,0.71,0.51,0.85,0.75,0.84
hydrogen.csv,0.33,0.0,0.33,0.35,0.21,0.27,1.0,0.18,0.37,0.46,0.22,0.32,0.24,0.27
kmess.csv,0.85,0.42,0.54,0.45,0.84,0.51,0.88,0.4,0.33,0.61,0.62,0.68,1.0,0.69
kvs.csv,0.18,0.0,0.16,1.0,0.21,0.13,0.19,0.23,0.13,0.2,0.11,0.2,0.19,0.11
megameknet.csv,0.54,0.11,0.37,0.2,0.47,0.69,0.56,0.32,0.42,0.9,0.55,0.41,0.53,0.48
ns-3-dev-def-routing.csv,0.31,0.11,0.25,0.15,0.47,0.4,0.56,0.1,0.2,0.12,0.08,0.99,0.27,0.37
open-ms.csv,0.26,0.21,0.44,0.4,0.16,0.58,0.31,0.36,0.36,0.42,0.55,0.32,0.49,0.88
openmsx.csv,0.59,0.68,0.37,0.35,0.47,0.82,0.62,0.51,0.55,0.77,0.92,0.41,0.29,0.84
rezilla.csv,0.74,0.89,0.76,0.65,0.47,0.78,0.75,0.72,0.68,0.58,0.51,0.61,0.65,0.69
sauerbraten.csv,0.95,0.21,0.27,0.1,0.32,0.24,0.44,0.13,0.21,0.45,0.08,0.33,0.31,0.37
webdriver.csv,0.85,0.05,0.27,0.45,0.53,1.0,0.56,0.19,0.36,0.55,0.14,0.5,0.42,0.44
yafdotnet.csv,0.87,0.84,0.59,0.85,0.68,0.67,0.88,0.68,0.95,0.71,0.78,0.83,0.91,0.84
