,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.43,0.59,0.53,0.52,0.5,0.61,0.55,0.75,0.89,0.56,0.54,0.44,0.39,0.45
exordium.csv,0.9,0.5,0.81,0.83,0.72,0.92,0.86,0.73,0.78,0.72,0.88,0.94,0.93,0.99
google-caja.csv,0.32,0.5,0.36,0.32,0.43,0.38,0.47,0.35,0.37,0.47,0.4,0.38,0.39,0.36
hydrogen.csv,0.67,0.5,0.65,0.64,0.8,0.73,0.81,0.88,0.77,0.64,0.68,0.6,0.63,0.79
kmess.csv,0.33,0.73,0.58,0.59,0.57,0.56,0.59,0.54,0.78,0.53,0.54,0.52,0.5,0.51
kvs.csv,0.92,0.0,0.95,0.8,0.86,0.92,0.89,0.86,0.95,0.95,0.96,0.82,0.92,0.98
megameknet.csv,0.48,0.83,0.67,0.88,0.62,0.48,0.67,0.7,0.7,0.7,0.62,0.62,0.53,0.75
ns-3-dev-def-routing.csv,0.71,0.83,0.9,0.94,0.88,0.82,0.82,0.89,0.97,0.97,0.95,0.63,0.83,0.84
open-ms.csv,0.87,0.86,0.71,0.62,0.91,0.57,0.86,0.7,0.74,0.71,0.6,0.83,0.67,0.92
openmsx.csv,0.46,0.58,0.81,0.74,0.74,0.44,0.64,0.55,0.53,0.54,0.68,0.65,0.66,0.43
rezilla.csv,0.36,0.71,0.46,0.41,0.51,0.43,0.52,0.46,0.43,0.55,0.43,0.45,0.42,0.47
sauerbraten.csv,0.38,0.83,0.71,0.88,0.67,0.76,0.69,0.9,0.96,0.62,0.92,0.65,0.71,0.78
webdriver.csv,0.35,0.67,0.79,0.59,0.57,0.5,0.52,0.94,0.7,0.56,0.9,0.51,0.51,0.65
yafdotnet.csv,0.34,0.4,0.48,0.41,0.49,0.48,0.49,0.42,0.54,0.48,0.44,0.39,0.41,0.41
