,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.5,0.32,0.01,0.43,0.55,0.3,0.34,0.07,0.09,0.49,0.51,0.46,0.44,0.52
exordium.csv,0.08,0.02,0.06,0.04,0.0,0.07,0.01,0.07,0.09,0.1,0.04,0.09,0.05,0.14
google-caja.csv,0.67,0.3,0.49,0.72,0.59,0.78,0.58,0.0,0.61,0.47,0.57,0.6,0.51,0.68
hydrogen.csv,0.08,0.05,0.21,0.24,0.11,0.19,0.0,0.07,0.14,0.19,0.21,0.15,0.15,0.17
kmess.csv,0.5,0.35,0.44,0.3,0.43,0.3,0.5,0.22,0.11,0.15,0.55,0.54,0.02,0.61
kvs.csv,0.25,0.0,0.11,0.0,0.05,0.13,0.06,0.11,0.06,0.12,0.17,0.23,0.11,0.09
megameknet.csv,0.42,0.1,0.24,0.26,0.3,0.67,0.24,0.07,0.18,0.0,0.49,0.46,0.49,0.24
ns-3-dev-def-routing.csv,0.21,0.1,0.12,0.2,0.12,0.07,0.24,0.04,0.12,0.1,0.16,0.0,0.18,0.21
open-ms.csv,0.21,0.42,0.38,0.53,0.14,0.52,0.46,0.33,0.41,0.68,0.64,0.34,0.65,0.0
openmsx.csv,0.58,0.45,0.29,0.37,0.32,0.89,0.48,0.56,0.63,0.87,0.0,0.47,0.15,0.79
rezilla.csv,0.75,0.0,0.6,0.82,0.54,0.81,0.51,0.52,0.74,0.82,0.53,0.63,0.67,0.63
sauerbraten.csv,0.0,0.05,0.12,0.08,0.11,0.11,0.09,0.0,0.05,0.11,0.09,0.22,0.09,0.17
webdriver.csv,0.42,0.05,0.09,0.17,0.2,0.02,0.14,0.04,0.14,0.21,0.12,0.28,0.15,0.2
yafdotnet.csv,0.79,0.8,0.43,0.86,0.5,0.52,0.55,0.33,0.0,0.39,0.8,0.87,0.78,0.8
