,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.89,0.13,0.57,0.23
img-browse-sort.csv,0.63,0.41,0.42,0.54
pcsx2.csv,0.78,0.73,0.58,0.92
xstore.csv,0.7,0.69,0.58,0.77
