,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,3.0,66.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,4.0,54.0,0.0,0.0,3.0,0.0,19.0,0.0,3.0,1.0,7.0
cuberok.csv,1.0,17.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,8.0,1.0,0.0,5.0,51.0,0.0,0.0,2.0,1.0,0.0
emisview.csv,109.0,6.0,0.0,49.0,0.0,1.0,7.0,7.0,0.0,56.0,15.0,3.0,0.0,67.0,0.0,9.0,74.0,71.0,0.0,65.0
jas.csv,2.0,23.0,0.0,0.0,1.0,5.0,4.0,1.0,1.0,1.0,76.0,9.0,0.0,0.0,0.0,16.0,4.0,4.0,1.0,65.0
jatlas.csv,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,3.0,224.0,3.0,0.0,67.0,25.0,3.0,0.0,1.0,0.0,0.0
javaprofiler.csv,1.0,29.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,3.0,34.0,4.0,0.0,10.0,6.0,24.0,5.0,11.0,0.0,8.0
jchassis.csv,109.0,66.0,60.0,49.0,88.0,0.0,75.0,104.0,49.0,56.0,224.0,57.0,0.0,2.0,124.0,161.0,74.0,71.0,110.0,65.0
jgossipforum.csv,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,67.0,124.0,5.0,7.0,1.0,1.0,0.0
jrefactory.csv,0.0,37.0,0.0,0.0,1.0,11.0,3.0,7.0,0.0,4.0,100.0,4.0,0.0,9.0,65.0,35.0,0.0,1.0,0.0,10.0
kdenlive.csv,2.0,6.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,35.0,3.0,0.0,67.0,34.0,6.0,1.0,3.0,0.0,45.0
m-m-m.csv,2.0,38.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,108.0,5.0,0.0,9.0,10.0,45.0,2.0,2.0,0.0,13.0
octet.csv,5.0,23.0,0.0,1.0,1.0,3.0,10.0,1.0,1.0,4.0,110.0,5.0,0.0,67.0,0.0,25.0,2.0,0.0,1.0,19.0
opendvr.csv,0.0,5.0,1.0,4.0,3.0,2.0,1.0,0.0,1.0,4.0,40.0,0.0,0.0,67.0,7.0,4.0,0.0,0.0,1.0,13.0
opennms.csv,1.0,11.0,60.0,0.0,88.0,1.0,1.0,1.0,0.0,0.0,15.0,4.0,0.0,67.0,1.0,161.0,0.0,71.0,110.0,65.0
poormans.csv,0.0,0.0,0.0,49.0,1.0,4.0,3.0,1.0,0.0,0.0,12.0,3.0,0.0,67.0,5.0,0.0,74.0,2.0,0.0,11.0
power-architect.csv,3.0,41.0,0.0,1.0,0.0,6.0,7.0,3.0,0.0,3.0,115.0,5.0,0.0,10.0,5.0,35.0,0.0,3.0,0.0,7.0
rohxel.csv,1.0,7.0,0.0,0.0,0.0,67.0,9.0,1.0,0.0,2.0,224.0,3.0,1.0,67.0,0.0,1.0,1.0,4.0,3.0,65.0
synecdoche.csv,2.0,18.0,0.0,5.0,2.0,7.0,6.0,0.0,0.0,4.0,82.0,9.0,0.0,67.0,34.0,26.0,0.0,0.0,0.0,3.0
thedata.csv,1.0,31.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,7.0,121.0,3.0,0.0,67.0,52.0,20.0,1.0,7.0,0.0,0.0
x-ray-mule.csv,2.0,22.0,0.0,0.0,0.0,67.0,2.0,1.0,0.0,56.0,99.0,3.0,0.0,67.0,9.0,24.0,74.0,5.0,0.0,65.0
