,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.45,0.0,0.43,0.62,0.31,0.88,0.41,0.4,0.14,0.42,0.03,0.25,0.83,0.15,0.09,0.33,0.42,0.37,0.36,0.09
cuberok.csv,0.67,0.23,0.44,0.4,0.39,0.33,0.38,0.34,0.49,0.65,0.13,0.19,0.56,0.14,0.12,0.41,0.46,0.41,0.59,0.1
emisview.csv,0.0,0.18,0.17,0.0,0.18,0.29,0.57,0.32,0.54,0.0,0.06,0.13,0.49,0.0,0.43,0.45,0.0,0.0,0.19,0.0
jas.csv,0.63,0.1,0.43,0.76,0.07,0.66,0.43,0.43,0.73,0.38,0.08,0.2,0.54,0.25,0.48,0.29,0.3,0.3,0.38,0.0
jatlas.csv,0.44,0.5,0.42,0.11,0.48,0.49,0.38,0.3,0.1,0.38,0.0,0.21,0.67,0.0,0.18,0.47,0.15,0.47,0.12,0.14
javaprofiler.csv,0.8,0.18,0.7,0.75,0.52,0.5,0.57,0.4,0.8,0.53,0.11,0.27,0.57,0.07,0.14,0.39,0.4,0.49,0.86,0.14
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.44,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.54,0.14,0.29,0.36,0.32,0.1,0.48,0.35,0.59,0.44,0.43,0.2,0.31,0.0,0.0,0.38,0.21,0.43,0.32,0.31
jrefactory.csv,0.54,0.04,0.76,0.34,0.76,0.66,0.07,0.1,0.76,0.47,0.02,0.17,0.35,0.07,0.04,0.2,0.32,0.4,0.74,0.12
kdenlive.csv,0.76,0.24,0.6,0.51,0.57,0.24,0.48,0.39,0.67,0.67,0.04,0.23,0.79,0.0,0.14,0.48,0.37,0.49,0.55,0.04
m-m-m.csv,0.7,0.15,0.88,0.84,0.75,0.63,0.43,0.26,0.85,0.53,0.03,0.19,0.59,0.04,0.09,0.31,0.39,0.48,0.78,0.09
octet.csv,0.68,0.16,0.69,0.35,0.5,0.7,0.46,0.43,0.64,0.46,0.06,0.48,0.89,0.0,0.18,0.38,0.29,0.52,0.45,0.08
opendvr.csv,0.47,0.23,0.3,0.15,0.43,0.15,0.59,0.48,0.3,0.31,0.09,0.33,0.79,0.0,0.22,0.42,0.56,0.38,0.38,0.11
opennms.csv,0.3,0.22,0.0,0.06,0.0,0.15,0.42,0.55,0.54,0.27,0.12,0.17,0.28,0.0,0.4,0.0,0.19,0.0,0.0,0.0
poormans.csv,0.27,0.4,0.29,0.0,0.33,0.1,0.48,0.31,0.05,0.35,0.08,0.33,0.35,0.0,0.11,0.61,0.0,0.17,0.1,0.12
power-architect.csv,0.78,0.11,0.68,0.73,0.72,0.7,0.47,0.41,0.85,0.57,0.05,0.23,0.83,0.06,0.15,0.34,0.45,0.57,0.79,0.07
rohxel.csv,0.64,0.13,0.08,0.33,0.32,0.0,0.34,0.27,0.85,0.29,0.0,0.25,0.1,0.0,0.14,0.43,0.43,0.34,0.1,0.0
synecdoche.csv,0.48,0.12,0.74,0.32,0.5,0.56,0.29,0.42,0.52,0.56,0.05,0.15,0.61,0.0,0.03,0.29,0.43,0.61,0.4,0.14
thedata.csv,0.71,0.19,0.79,0.54,0.61,0.67,0.25,0.41,0.75,0.44,0.05,0.12,0.75,0.0,0.13,0.36,0.35,0.48,0.7,0.62
x-ray-mule.csv,0.32,0.18,0.42,0.85,0.17,0.0,0.23,0.4,0.56,0.0,0.05,0.11,0.34,0.0,0.09,0.21,0.0,0.15,0.55,0.0
