,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,1240.0,98.5,195.0,80.5,84.5,95.5,98.5,517.0,1197.0,567.0,752.5,197.5,474.5
flylinkdc.csv,272.5,99.0,690.0,492.0,3351.5,97.5,96.5,953.5,1376.5,98.5,379.0,99.0,563.0
fw4spl.csv,1050.0,97.5,366.0,291.0,925.5,176.0,98.5,1415.5,570.0,196.5,188.0,197.5,553.5
grisbi.csv,1235.0,99.0,690.0,393.0,3823.5,97.5,98.5,1488.5,1379.5,98.5,768.5,99.0,766.0
mesa3d.csv,950.5,99.0,195.0,260.5,2160.0,97.5,96.5,1668.5,1379.5,98.5,579.0,290.5,576.0
nuttx.csv,559.0,99.0,277.5,94.5,1585.5,97.5,98.5,1059.0,275.5,98.5,284.5,384.0,560.5
panda3d.csv,178.0,99.0,96.5,293.5,1841.0,180.0,95.5,687.0,739.0,194.0,476.5,470.5,447.5
proftp.csv,180.0,0.0,277.5,192.5,727.0,97.5,98.5,59.5,85.5,98.5,187.0,0.0,492.5
qmmp.csv,948.5,98.5,195.0,391.0,3350.5,91.5,96.5,1586.5,2185.0,759.0,278.5,99.0,653.0
skia.csv,273.5,97.5,96.5,95.5,648.5,97.5,98.5,493.5,280.5,98.5,382.0,292.5,356.0
tart.csv,565.5,97.5,1047.5,97.5,2054.0,97.5,98.5,1668.5,85.5,98.5,478.0,456.5,473.0
tcvp.csv,381.0,0.0,1.5,0.0,176.0,0.0,67.5,740.5,345.0,177.5,0.0,0.0,275.0
utgb.csv,473.0,97.5,181.0,193.5,740.0,176.0,98.5,796.5,721.0,97.5,188.0,463.5,744.5
