,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.46,0.14,0.62,0.16,0.04,0.46,0.7,0.21,0.08,0.2,0.56,0.33,0.3
flylinkdc.csv,0.61,0.83,0.45,0.65,0.19,0.61,0.86,0.09,0.13,0.46,0.55,0.34,0.49
fw4spl.csv,0.36,0.45,0.29,0.48,0.36,0.26,0.67,0.19,0.16,0.35,0.3,0.28,0.41
grisbi.csv,0.48,0.9,0.44,0.67,0.23,0.65,0.9,0.22,0.13,0.49,0.64,0.43,0.53
mesa3d.csv,0.4,0.59,0.46,0.24,0.25,0.65,0.66,0.2,0.11,0.37,0.6,0.44,0.47
nuttx.csv,0.54,0.77,0.23,0.53,0.28,0.63,0.47,0.22,0.19,0.47,0.45,0.24,0.44
panda3d.csv,0.2,0.51,0.38,0.59,0.18,0.53,0.73,0.31,0.16,0.52,0.6,0.29,0.27
proftp.csv,0.34,0.0,0.2,0.51,0.17,0.74,0.42,0.0,0.11,0.39,0.11,0.0,0.48
qmmp.csv,0.44,0.71,0.44,0.46,0.25,0.54,0.81,0.16,0.09,0.33,0.71,0.3,0.34
skia.csv,0.45,0.49,0.22,0.55,0.22,0.7,0.57,0.11,0.1,0.42,0.41,0.37,0.6
tart.csv,0.43,0.26,0.28,0.6,0.24,0.67,0.89,0.21,0.4,0.36,0.56,0.24,0.45
tcvp.csv,0.05,0.0,0.0,0.0,0.11,0.0,0.03,0.39,0.0,0.0,0.0,0.0,0.06
utgb.csv,0.45,0.33,0.32,0.8,0.3,0.47,0.59,0.21,0.14,0.43,0.5,0.33,0.42
