,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.93,1.0,1.0,0.0,1.0,0.98,1.0
chrysalis.csv,0.15,0.04,0.43,0.0,0.79,0.2,0.0
jahshaka.csv,0.0,0.02,0.24,0.0,0.19,0.19,0.14
jam-daq.csv,0.24,0.1,0.3,0.0,0.26,0.0,0.06
jatlas.csv,0.17,0.0,0.0,0.67,0.0,0.19,0.0
jedit.csv,0.0,0.49,0.74,0.0,0.44,0.43,0.37
open-media-library.csv,0.69,0.16,0.0,0.67,0.39,0.5,0.04
