,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.52,0.64,0.24,0.19,0.39,0.36,0.52,0.11,0.0
ctrlr.csv,0.29,0.24,0.31,0.6,0.35,0.16,0.2,0.33,0.5
empserver.csv,0.97,0.27,0.76,0.63,0.71,0.57,0.48,0.33,0.0
ffigo.csv,0.32,0.03,0.07,0.26,0.53,0.36,0.48,0.0,0.14
gmerlin.csv,0.68,0.42,0.41,0.81,0.32,0.02,0.89,0.0,1.0
skia.csv,0.43,0.7,0.58,0.51,0.35,0.57,0.28,0.33,0.0
wikipediardware.csv,0.95,0.97,0.75,0.65,0.67,0.77,0.74,0.44,0.14
zemljanka.csv,0.96,0.88,0.61,0.9,0.65,0.82,0.74,0.0,0.64
