,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,1.0,0.5,0.19,0.62,0.53,0.51,0.74,0.51,0.34
ctrlr.csv,0.0,0.42,0.76,0.33,0.16,0.21,0.04,0.2,0.45
empserver.csv,1.0,0.64,0.38,0.43,0.94,0.75,0.7,0.32,0.24
ffigo.csv,0.0,0.03,0.05,0.1,0.38,0.8,0.52,0.02,0.0
gmerlin.csv,0.0,0.53,0.29,0.81,0.62,0.0,0.87,0.0,1.0
skia.csv,1.0,0.69,0.33,0.62,0.59,0.49,0.57,0.6,0.24
wikipediardware.csv,1.0,0.97,0.52,0.81,0.78,0.64,0.91,0.77,0.74
zemljanka.csv,1.0,0.72,0.57,0.95,0.62,0.67,0.87,0.81,0.82
