,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.82,0.46,0.22,0.65,0.54,0.53,0.67,0.56,0.39
ctrlr.csv,0.0,0.46,0.74,0.34,0.19,0.25,0.05,0.23,0.46
empserver.csv,0.13,0.66,0.34,0.42,0.65,0.65,0.65,0.36,0.28
ffigo.csv,0.0,0.04,0.06,0.12,0.4,0.76,0.52,0.02,0.0
gmerlin.csv,0.0,0.54,0.32,0.49,0.63,0.0,0.37,0.0,0.0
skia.csv,0.87,0.55,0.34,0.59,0.6,0.48,0.59,0.61,0.28
wikipediardware.csv,0.21,0.13,0.43,0.64,0.61,0.47,0.61,0.72,0.76
zemljanka.csv,0.17,0.36,0.52,0.35,0.54,0.43,0.59,0.84,0.65
