,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.48,0.27,0.21,0.29,0.21,0.02,0.69,0.56,0.08,0.4,0.05,0.69,0.5,0.0
emeraldemu.csv,0.83,0.58,1.0,0.31,0.7,0.36,0.63,0.07,0.83,0.02,0.57,0.25,0.14,0.12
frogatto.csv,0.91,0.94,0.96,0.56,0.9,0.75,0.71,0.85,1.0,0.77,0.99,0.61,0.71,0.83
grafx2.csv,0.82,0.75,0.79,0.36,0.69,0.38,0.63,0.67,0.92,0.7,0.92,0.47,0.64,0.38
jahshakafx.csv,0.81,0.7,0.71,0.45,0.81,0.51,0.65,0.19,0.75,0.7,0.68,0.5,0.79,0.21
nassp.csv,0.53,0.34,0.0,0.41,0.34,0.24,0.27,0.33,0.75,0.58,0.42,0.31,0.64,0.42
netatalk.csv,0.85,0.89,1.0,0.59,0.75,0.77,0.78,0.44,1.0,0.72,0.84,0.5,0.71,0.75
open-beos.csv,0.9,0.82,0.79,0.35,0.81,0.62,0.33,0.96,0.83,0.95,0.78,0.42,0.86,0.42
psycle.csv,0.95,0.97,0.96,0.63,0.82,0.65,0.82,0.85,1.0,0.88,0.89,0.69,0.86,0.46
quantlib.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.33,0.0,1.0,0.0,0.99,0.0,0.0,0.54
reaper-ecad.csv,0.03,0.09,0.67,0.03,0.16,0.05,0.12,0.0,0.0,0.0,0.03,0.19,0.14,0.0
sbml.csv,0.89,0.75,0.96,0.64,0.89,0.6,0.8,0.96,1.0,0.91,0.72,0.75,0.79,0.54
unimrcp.csv,0.87,0.72,0.88,0.58,0.72,0.55,0.84,0.63,1.0,0.51,0.7,0.61,0.71,0.75
unladen-swallow.csv,0.24,0.46,0.04,0.43,0.41,0.39,0.35,0.74,0.08,0.44,0.18,0.44,0.71,0.25
