,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,166.0,588.5,335.5,292.5,188.0,78.5,98.5,328.0,19.5,97.5,91.5,98.5,188.0,0.0
emeraldemu.csv,194.5,198.0,5934.5,97.5,852.0,383.0,99.0,39.5,279.5,81.5,97.5,94.5,79.5,95.5
frogatto.csv,194.5,99.0,9561.5,196.0,2503.0,591.5,98.5,974.5,465.5,97.5,98.5,94.5,278.5,388.0
grafx2.csv,293.5,99.0,1345.0,393.0,1276.5,667.5,96.5,458.0,186.0,97.5,98.5,98.5,281.5,388.0
jahshakafx.csv,193.5,198.0,2247.5,190.0,2503.0,492.5,96.5,62.5,281.5,97.5,98.5,98.5,281.5,388.0
nassp.csv,193.5,99.0,0.0,97.5,924.0,90.5,96.5,340.0,182.0,97.5,95.5,98.5,281.5,93.5
netatalk.csv,293.5,99.0,8756.0,99.0,1521.5,690.5,99.0,387.0,647.5,97.5,98.5,98.5,281.5,388.0
open-beos.csv,194.5,198.0,3928.0,294.5,949.0,384.0,186.0,1168.5,604.5,97.5,97.5,94.5,281.5,192.0
psycle.csv,4400.5,297.0,8058.5,99.0,468.5,873.0,97.5,941.5,375.0,97.5,98.5,98.5,281.5,388.0
quantlib.csv,4400.5,297.0,0.0,99.0,3755.0,986.5,99.0,0.0,743.0,0.0,98.5,0.0,0.0,93.5
reaper-ecad.csv,82.5,394.5,1795.5,86.5,182.0,81.5,110.0,0.0,0.0,0.0,25.5,81.5,59.5,0.0
sbml.csv,95.5,99.0,4208.0,294.5,2598.0,97.5,98.5,577.5,468.5,97.5,97.5,98.5,281.5,95.5
unimrcp.csv,293.5,99.0,4855.0,393.0,1120.5,95.5,98.5,261.5,279.5,97.5,97.5,98.5,88.5,388.0
unladen-swallow.csv,92.5,99.0,255.0,97.5,1344.5,97.5,186.0,93.5,88.5,97.5,97.5,98.5,281.5,95.5
