,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,uwom.csv,geochat.csv
adaptagrams.csv,0.77,0.88,0.4,0.23,0.29,0.44,0.27
aime.csv,1.0,0.83,0.13,0.0,0.5,0.03,1.0
badtrinitycore.csv,0.0,0.0,0.28,0.49,0.16,0.5,0.33
electric-core.csv,0.7,0.0,0.7,0.42,0.32,0.63,0.38
geochat.csv,0.82,0.78,0.13,0.0,1.0,0.12,0.5
olsrd.csv,0.62,0.89,0.24,0.13,0.17,0.28,0.24
uwom.csv,0.6,0.0,0.45,0.31,0.0,0.6,0.28
