,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,uwom.csv,geochat.csv
adaptagrams.csv,0.88,0.75,0.6,0.55,0.57,0.6,0.1
aime.csv,0.04,0.72,0.28,0.0,0.07,0.01,0.03
badtrinitycore.csv,0.0,0.0,0.16,0.43,0.5,0.52,0.13
electric-core.csv,0.27,0.0,0.32,0.3,0.5,0.45,0.1
geochat.csv,0.35,0.75,0.31,0.0,0.07,0.07,0.27
olsrd.csv,1.0,0.91,0.96,0.96,0.71,0.91,0.8
uwom.csv,0.12,0.0,0.6,0.38,0.0,0.68,0.43
