,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,uwom.csv,geochat.csv
adaptagrams.csv,0.84,0.73,0.63,0.58,0.59,0.63,0.12
aime.csv,0.05,0.66,0.31,0.0,0.09,0.01,0.04
badtrinitycore.csv,0.0,0.0,0.19,0.48,0.49,0.56,0.16
electric-core.csv,0.31,0.0,0.37,0.35,0.54,0.5,0.12
geochat.csv,0.4,0.58,0.33,0.0,0.09,0.09,0.31
olsrd.csv,0.71,0.82,0.51,0.53,0.54,0.67,0.5
uwom.csv,0.15,0.0,0.63,0.43,0.0,0.71,0.46
