,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.83,0.69,0.44,0.14,0.25,0.71,0.74,0.21,0.48,0.14,0.69,0.29,0.71,0.27,0.31,1.0
aztec.csv,1.0,0.64,0.44,0.14,0.2,1.0,0.0,0.0,0.0,0.96,0.56,0.2,0.67,0.19,0.66,0.51
bl-toolkit.csv,1.0,0.87,0.29,0.3,0.13,1.0,0.75,0.18,0.45,0.0,0.61,0.32,0.85,0.28,0.76,0.24
co-ode-owl-plugins.csv,1.0,0.62,1.0,0.33,1.0,0.62,0.71,0.1,0.0,0.0,0.33,0.27,0.64,0.28,0.57,0.67
gbif-indexingtoolkit.csv,0.78,0.5,0.26,1.0,0.08,0.71,0.47,0.1,0.67,0.13,0.8,0.32,0.5,0.2,0.64,0.27
gnukeda.csv,0.8,0.68,0.48,0.19,0.28,0.8,1.0,0.14,0.42,0.12,0.6,0.3,0.7,0.25,0.56,0.46
motu.csv,0.0,0.52,0.29,0.2,0.27,0.75,1.0,0.0,0.29,0.25,0.53,1.0,1.0,0.24,0.75,0.0
oscarmcmaster.csv,0.75,0.6,0.43,0.14,0.12,0.67,0.83,0.0,1.0,0.33,0.63,0.17,0.75,1.0,0.57,0.22
pamguard.csv,0.79,0.6,0.26,0.38,0.12,0.71,0.5,0.13,0.47,0.12,1.0,0.43,0.64,0.33,0.64,0.27
prelude.csv,1.0,0.65,0.32,0.16,0.18,0.71,0.54,0.14,0.49,0.08,0.62,0.16,0.69,0.19,0.64,0.28
qdvdauthor.csv,0.92,0.62,0.28,0.0,0.06,0.72,0.53,0.15,0.47,0.06,0.65,0.0,1.0,0.36,0.6,0.17
qlc.csv,0.0,1.0,0.33,0.0,0.11,0.4,0.62,1.0,1.0,0.0,0.43,0.25,0.75,0.21,1.0,0.0
scite-ru.csv,0.76,0.65,0.94,0.16,0.19,0.66,0.55,0.14,0.47,0.04,0.63,0.24,0.7,0.23,0.64,0.27
tencompetence.csv,0.8,0.69,0.75,0.18,0.07,0.76,0.5,0.2,0.54,0.07,0.57,0.24,0.75,0.22,1.0,0.33
trackit.csv,1.0,0.98,0.3,0.18,0.31,0.71,0.8,0.21,0.49,0.08,0.76,0.28,0.73,0.18,0.66,0.5
yaprm.csv,0.63,0.45,0.18,0.17,0.07,0.58,0.45,0.15,1.0,0.08,0.57,0.11,0.77,0.1,0.65,0.0
