,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.83,0.54,0.89,0.46,0.95,0.54,0.74,0.49,0.59,0.98,0.69,0.38,0.46,0.71,0.86,0.71
aztec.csv,0.0,0.5,0.89,0.5,0.53,0.5,0.0,0.5,0.0,0.96,0.94,0.41,0.67,0.63,0.67,0.46
bl-toolkit.csv,0.83,0.73,0.76,0.5,0.7,0.47,0.92,0.66,0.91,0.83,0.39,0.55,0.77,0.61,0.82,0.56
co-ode-owl-plugins.csv,0.0,0.88,0.0,0.87,0.94,0.88,0.82,0.87,0.0,0.94,0.83,0.91,0.91,0.98,0.95,0.94
gbif-indexingtoolkit.csv,0.52,0.75,0.87,0.91,0.92,0.65,0.94,0.98,0.67,0.99,0.8,0.74,0.94,0.73,0.98,0.56
gnukeda.csv,0.8,0.51,0.67,0.36,0.72,0.68,0.58,0.49,0.67,0.72,0.55,0.39,0.48,0.5,0.64,0.51
motu.csv,0.0,0.8,0.86,0.72,0.92,0.75,0.0,0.8,0.86,0.75,0.95,0.77,0.5,0.98,0.99,0.0
oscarmcmaster.csv,0.75,0.8,0.86,0.93,0.88,0.55,0.83,0.75,0.0,0.67,0.7,0.83,0.88,0.98,0.97,0.94
pamguard.csv,0.49,0.44,0.46,0.88,0.38,0.47,0.66,0.48,0.56,0.59,0.45,0.86,0.64,0.97,0.96,0.56
prelude.csv,0.47,0.44,0.36,0.44,0.39,0.45,0.5,0.48,0.35,0.42,0.32,0.43,0.38,0.37,0.42,0.55
qdvdauthor.csv,0.69,0.62,0.47,0.5,0.94,0.49,0.65,0.45,0.37,0.52,0.45,0.0,0.44,0.93,0.95,0.87
qlc.csv,0.0,0.0,0.93,0.0,0.89,0.9,0.75,0.94,0.0,0.95,0.86,0.75,0.83,0.93,0.0,0.67
scite-ru.csv,0.76,0.45,0.82,0.38,0.51,0.46,0.43,0.42,0.33,0.53,0.35,0.38,0.35,0.43,0.54,0.56
tencompetence.csv,0.9,0.66,0.75,0.73,0.76,0.94,0.79,0.57,0.46,0.93,0.93,0.71,0.43,0.91,0.64,0.67
trackit.csv,0.46,0.52,0.36,0.38,0.75,0.58,0.44,0.48,0.44,0.47,0.49,0.42,0.35,0.54,0.75,0.5
yaprm.csv,0.95,0.91,0.91,0.94,0.65,0.95,0.76,0.61,0.53,0.81,0.75,0.95,0.92,0.98,0.79,0.86
