,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.89,0.66,0.82,0.8,0.74,0.69,0.59,0.53,0.75,0.72,0.74,0.57,0.65,0.7,0.99,0.0
aztec.csv,0.98,0.81,0.82,0.89,0.7,0.96,1.0,1.0,1.0,0.08,0.87,0.95,0.95,0.74,0.72,0.47
bl-toolkit.csv,0.86,0.69,0.8,0.53,0.83,0.02,0.77,0.64,0.88,1.0,0.76,0.57,0.73,0.64,0.8,0.94
co-ode-owl-plugins.csv,0.98,0.89,0.95,0.58,0.0,0.91,0.71,0.87,1.0,1.0,0.97,0.79,0.85,0.75,0.93,0.66
gbif-indexingtoolkit.csv,1.0,0.96,0.79,0.0,0.95,0.79,0.84,0.84,0.95,0.66,0.74,0.61,0.9,0.79,0.8,0.99
gnukeda.csv,0.91,0.65,0.47,0.78,0.47,0.64,0.03,0.72,0.82,0.66,0.77,0.55,0.67,0.62,0.84,0.51
motu.csv,1.0,0.86,0.91,0.68,0.53,0.94,0.97,1.0,0.96,0.96,0.87,0.0,0.95,0.76,0.68,1.0
oscarmcmaster.csv,0.93,0.93,0.73,0.85,0.95,0.75,0.87,1.0,0.97,0.96,0.77,0.93,0.86,0.06,0.89,0.9
pamguard.csv,1.0,0.77,0.77,0.73,0.86,0.79,0.81,0.83,0.74,0.53,0.02,0.77,0.76,0.78,0.91,1.0
prelude.csv,0.05,0.84,0.87,0.81,0.9,0.83,0.84,0.77,0.98,0.92,0.98,0.97,0.9,0.91,0.85,0.92
qdvdauthor.csv,0.72,0.83,0.76,1.0,0.96,0.67,0.75,0.68,0.89,0.81,0.7,1.0,0.03,0.9,0.93,0.91
qlc.csv,1.0,0.98,0.79,1.0,0.95,0.96,0.77,0.0,0.97,1.0,0.96,0.93,0.79,0.94,0.99,1.0
scite-ru.csv,0.77,0.84,0.24,1.0,0.74,0.9,0.97,0.96,0.94,0.99,0.97,0.83,0.73,0.8,0.84,1.0
tencompetence.csv,0.83,0.64,0.86,0.73,0.96,0.76,0.79,0.54,0.68,0.96,0.88,0.75,0.6,0.76,0.02,0.97
trackit.csv,0.69,0.04,0.71,0.74,0.47,0.73,0.51,0.51,0.73,0.82,0.59,0.68,0.62,0.77,0.69,0.48
yaprm.csv,0.96,0.92,0.92,0.79,0.96,0.86,0.83,0.68,0.03,0.69,0.81,0.92,0.77,0.93,0.7,1.0
