,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.09,0.35,0.1,0.48,0.16,0.55,0.19,0.37,0.37,0.15,0.24,0.52,0.42,0.24,0.43,0.0
aztec.csv,0.0,0.78,0.1,0.76,0.7,0.0,0.0,0.02,0.03,0.0,0.21,0.93,0.05,0.54,0.65,0.2
bl-toolkit.csv,0.0,0.09,0.23,0.28,0.28,0.0,0.09,0.31,0.16,0.02,0.58,0.33,0.11,0.29,0.12,0.93
co-ode-owl-plugins.csv,0.0,0.13,0.0,0.2,0.0,0.14,0.16,0.23,0.03,0.06,0.12,0.17,0.21,0.19,0.1,0.06
gbif-indexingtoolkit.csv,1.0,0.09,0.33,0.0,0.13,0.23,0.28,0.32,0.03,0.2,0.12,0.28,0.42,0.26,0.23,0.99
gnukeda.csv,0.09,0.57,0.27,0.76,0.34,0.23,0.0,0.61,0.37,0.23,0.52,0.5,0.42,0.5,0.6,0.23
motu.csv,0.0,0.52,0.1,0.4,0.29,0.05,0.0,0.04,0.13,0.01,0.27,0.0,0.0,0.23,0.21,0.0
oscarmcmaster.csv,0.09,0.09,0.15,0.24,0.08,0.5,0.03,0.03,0.0,0.01,0.3,0.11,0.11,0.0,0.16,0.14
pamguard.csv,1.0,0.43,0.56,0.1,0.7,0.77,0.69,0.8,0.45,0.52,0.0,0.09,0.53,0.12,0.1,1.0
prelude.csv,0.0,0.83,0.87,0.72,0.9,0.82,0.81,0.74,0.97,0.91,0.97,0.89,0.89,0.89,0.83,0.92
qdvdauthor.csv,0.09,0.22,0.65,0.04,0.17,0.59,0.62,0.56,0.87,0.52,0.42,0.02,0.0,0.05,0.09,0.2
qlc.csv,0.0,0.0,0.19,0.0,0.09,0.27,0.19,0.0,0.0,0.07,0.12,0.07,0.16,0.06,0.0,0.03
scite-ru.csv,0.45,0.83,0.02,0.98,0.73,0.86,0.97,0.96,0.92,0.73,0.97,0.83,0.68,0.79,0.83,1.0
tencompetence.csv,0.18,0.39,0.02,0.36,0.47,0.18,0.38,0.49,0.63,0.05,0.18,0.28,0.37,0.28,0.0,0.02
trackit.csv,0.0,0.04,0.6,0.64,0.27,0.32,0.16,0.43,0.61,0.81,0.27,0.67,0.53,0.51,0.4,0.21
yaprm.csv,0.64,0.26,0.17,0.3,0.47,0.36,0.56,0.46,0.0,0.43,0.36,0.37,0.16,0.24,0.47,0.07
