,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.21,0.54,0.27,0.21,0.26,0.64,0.55,0.31,0.41,0.19,0.42,0.43,0.59,0.3,0.16,1.0
aztec.csv,0.05,0.7,0.27,0.22,0.33,0.08,0.0,0.0,0.0,0.94,0.24,0.33,0.09,0.28,0.67,0.54
bl-toolkit.csv,0.25,0.46,0.26,0.39,0.17,0.99,0.35,0.26,0.21,0.0,0.56,0.4,0.42,0.34,0.32,0.38
co-ode-owl-plugins.csv,0.05,0.2,0.09,0.38,1.0,0.17,0.43,0.12,0.0,0.0,0.06,0.25,0.27,0.28,0.13,0.45
gbif-indexingtoolkit.csv,0.85,0.09,0.27,1.0,0.06,0.36,0.29,0.14,0.1,0.19,0.41,0.37,0.29,0.23,0.34,0.42
gnukeda.csv,0.17,0.68,0.54,0.31,0.39,0.53,0.99,0.22,0.33,0.18,0.5,0.43,0.57,0.36,0.48,0.5
motu.csv,0.0,0.39,0.14,0.28,0.36,0.11,0.05,0.0,0.09,0.07,0.26,1.0,0.1,0.26,0.48,0.0
oscarmcmaster.csv,0.13,0.13,0.34,0.16,0.08,0.53,0.22,0.0,0.05,0.07,0.4,0.11,0.25,0.97,0.2,0.15
pamguard.csv,0.88,0.45,0.33,0.32,0.2,0.77,0.53,0.23,0.43,0.22,0.99,0.3,0.53,0.28,0.17,0.42
prelude.csv,0.98,0.75,0.48,0.26,0.3,0.79,0.63,0.24,0.64,0.14,0.74,0.26,0.8,0.31,0.72,0.44
qdvdauthor.csv,0.44,0.3,0.38,0.0,0.06,0.7,0.56,0.24,0.59,0.1,0.53,0.0,0.99,0.16,0.13,0.14
qlc.csv,0.0,0.05,0.28,0.0,0.07,0.13,0.36,1.0,0.05,0.0,0.09,0.12,0.35,0.1,0.01,0.0
scite-ru.csv,0.51,0.75,0.84,0.26,0.32,0.7,0.7,0.25,0.6,0.06,0.74,0.38,0.72,0.36,0.73,0.42
tencompetence.csv,0.31,0.57,0.24,0.24,0.09,0.39,0.38,0.32,0.63,0.05,0.22,0.27,0.62,0.25,0.99,0.05
trackit.csv,0.47,0.99,0.4,0.28,0.41,0.46,0.62,0.32,0.54,0.15,0.58,0.43,0.7,0.25,0.52,0.53
yaprm.csv,0.39,0.19,0.12,0.21,0.09,0.32,0.42,0.23,0.99,0.13,0.37,0.12,0.38,0.11,0.55,0.0
