,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.5,0.87,0.05,0.2,0.54,0.72,0.47
libtorrent.csv,0.81,0.43,0.11,0.48,0.84,0.87,0.67
mcmc-jags.csv,0.57,0.51,0.09,0.73,0.77,0.78,0.71
olap-navigator.csv,0.89,0.42,0.24,0.41,0.72,0.54,0.52
pidgin.csv,0.72,0.45,0.1,0.45,0.78,0.61,0.71
sepgsql.csv,0.72,0.45,0.21,0.42,0.74,0.53,0.59
xstore.csv,0.64,0.37,0.09,0.48,0.83,0.49,0.7
