,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.88,0.16,0.91,0.9,0.74,0.9,0.82
libtorrent.csv,0.71,0.72,0.75,0.63,0.86,0.3,0.77
mcmc-jags.csv,0.69,0.73,0.82,0.25,0.66,0.63,0.74
olap-navigator.csv,0.18,0.69,0.29,0.63,0.48,0.63,0.65
pidgin.csv,0.44,0.68,0.8,0.67,0.41,0.57,0.41
sepgsql.csv,0.43,0.68,0.33,0.67,0.45,0.64,0.57
xstore.csv,0.67,0.74,0.95,0.61,0.67,0.67,0.42
