,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.43,0.91,0.44,0.27,0.44,0.65,0.48
libtorrent.csv,0.9,0.45,0.96,0.87,0.98,0.8,0.85
mcmc-jags.csv,0.48,0.64,0.85,0.8,0.77,0.71,0.91
olap-navigator.csv,0.82,0.36,0.85,0.4,0.64,0.37,0.48
pidgin.csv,0.62,0.45,0.89,0.33,0.71,0.44,0.67
sepgsql.csv,0.57,0.45,0.85,0.33,0.66,0.36,0.54
xstore.csv,0.57,0.32,1.0,0.4,0.89,0.33,0.67
