,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.55,0.43,0.41,0.57,0.59,0.45,0.34,0.49,0.49,0.55,0.89,0.74,0.48,0.64,0.73,0.4,0.6
arm-webradio.csv,0.72,0.56,0.96,0.96,0.89,0.74,0.85,0.95,0.53,0.67,0.76,0.81,0.61,0.69,0.7,0.49,0.71
codepurge.csv,0.5,0.54,0.94,0.58,0.8,0.52,0.8,0.69,0.83,0.73,0.54,0.33,0.68,0.46,0.8,0.55,0.52
fw4spl.csv,0.92,0.63,0.77,0.59,0.66,0.8,0.44,0.63,0.91,0.57,0.81,0.74,0.52,0.78,0.68,0.75,0.65
glas.csv,0.58,0.45,0.41,0.49,0.5,0.52,0.37,0.54,0.55,0.37,0.46,0.37,0.63,0.5,0.56,0.43,0.62
grisbi.csv,0.46,0.41,0.44,0.45,0.42,0.39,0.29,0.46,0.51,0.36,0.41,0.37,0.45,0.46,0.43,0.39,0.6
gwanted.csv,0.56,0.47,0.41,0.83,0.61,0.86,0.29,0.47,0.63,0.45,0.52,0.47,0.53,0.48,0.71,0.42,0.48
lcfizvtop.csv,0.46,0.39,0.61,0.45,0.46,0.55,0.33,0.34,0.41,0.41,0.43,0.34,0.4,0.45,0.38,0.33,0.55
ldview.csv,0.62,0.42,0.6,0.49,0.65,0.62,0.36,0.56,0.6,0.5,0.48,0.39,0.94,0.55,0.47,0.95,0.63
libmesh.csv,0.91,0.79,0.97,0.96,0.72,0.63,0.95,0.91,0.81,0.95,0.94,0.99,0.5,0.81,0.9,0.98,0.66
mediaportal.csv,0.0,0.97,0.95,0.92,0.93,0.8,0.0,0.8,0.5,0.83,0.75,0.55,0.5,0.83,0.67,0.89,0.66
olex2.csv,0.0,0.62,0.44,0.58,0.57,0.52,0.37,0.75,0.93,0.49,0.67,0.51,0.88,0.86,0.8,0.45,0.49
oppna-program-hsatools.csv,0.47,0.59,0.41,0.42,0.42,0.55,0.29,0.4,0.6,0.33,0.5,0.36,0.93,0.47,0.61,0.4,0.65
qlc.csv,0.44,0.41,0.43,0.51,0.62,0.55,0.5,0.5,0.41,0.55,0.41,0.36,0.54,0.38,0.53,0.36,0.0
somap.csv,0.48,0.39,0.4,0.38,0.43,0.39,0.32,0.46,0.45,0.38,0.39,0.36,0.4,0.42,0.4,0.36,0.57
wxcode.csv,0.83,0.98,0.45,0.61,0.53,0.6,0.39,0.5,0.8,0.9,0.67,0.47,0.8,0.85,0.83,0.75,0.69
xcf.csv,0.48,0.43,0.38,0.42,0.5,0.42,0.31,0.51,0.46,0.33,0.45,0.38,0.59,0.51,0.44,0.37,0.97
