,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,259.5,92.5,194.0,1497.5,703.5,99.0,98.5,96.5,185.0,197.5,193.0,270.5,281.5,97.5,98.5
autowikibrowser.csv,806.5,97.5,388.0,1498.0,190.0,99.0,98.5,96.5,185.0,197.5,90.5,270.5,280.5,196.0,98.5
blue-c.csv,539.0,97.5,485.5,1490.0,1230.5,99.0,197.5,96.5,673.0,197.5,193.0,270.5,380.0,97.5,98.5
dynalloy.csv,467.5,95.5,485.5,432.5,1174.0,99.0,98.5,93.5,479.5,98.5,193.0,366.0,287.0,97.5,96.5
hydrogen.csv,567.0,97.5,485.5,1776.5,198.0,99.0,197.5,96.5,288.0,197.5,500.5,562.0,197.5,394.0,98.5
jcae.csv,231.5,97.5,385.0,261.5,86.5,99.0,98.5,96.5,185.0,80.5,193.0,44.5,98.5,196.0,90.5
lphant.csv,987.5,97.5,485.5,1406.0,93.5,99.0,98.5,96.5,381.0,98.5,90.5,87.5,98.5,295.0,98.5
nosleepsoftware.csv,427.5,97.5,63.0,96.5,190.0,362.0,146.0,71.5,0.0,185.5,0.0,198.5,263.5,788.0,92.5
qgo.csv,1176.5,97.5,194.0,1497.5,98.5,99.0,98.5,96.5,659.0,197.5,95.5,562.0,98.5,196.0,98.5
quickfast.csv,806.5,97.5,193.0,1594.0,197.5,99.0,98.5,96.5,655.5,197.5,90.5,463.5,98.5,563.5,98.5
rhex.csv,713.0,97.5,189.0,1375.5,93.5,882.0,98.5,96.5,89.5,190.0,164.0,40.5,197.5,196.0,188.0
rocrail.csv,899.0,97.5,291.5,1494.0,93.5,99.0,98.5,96.5,286.5,197.5,90.5,464.5,187.0,196.0,98.5
virtuoso.csv,756.0,97.5,485.5,1776.5,198.0,99.0,197.5,96.5,771.5,96.5,278.5,562.0,98.5,394.0,92.5
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,50.5
yield.csv,895.0,97.5,485.5,1776.5,93.5,99.0,98.5,96.5,286.5,197.5,188.0,464.5,380.0,196.0,98.5
