,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.69,0.47,0.64,0.8,1.05,0.5,0.48,0.5,0.41,0.66,0.64,0.55,0.46,0.35,0.63
autowikibrowser.csv,0.53,0.49,0.75,0.89,0.51,0.65,0.43,0.55,0.43,0.64,0.65,0.48,0.41,0.45,0.68
blue-c.csv,0.7,0.75,0.75,0.78,1.14,0.77,0.57,0.26,0.88,0.9,0.81,0.68,0.64,0.48,0.83
dynalloy.csv,0.79,0.76,0.36,0.64,1.12,0.74,0.57,0.6,0.84,0.81,0.84,0.66,0.63,0.66,0.78
hydrogen.csv,0.51,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.23,1.0,0.84,1.0,1.0,1.0,0.62
jcae.csv,1.0,0.61,0.84,0.22,0.91,0.64,0.71,0.44,0.38,0.65,0.64,0.68,0.5,0.41,0.74
lphant.csv,0.57,0.58,0.77,0.91,0.64,0.62,0.65,0.44,0.44,0.65,0.65,0.35,0.51,0.46,0.42
nosleepsoftware.csv,0.52,0.78,1.0,1.0,0.41,0.97,0.95,1.0,1.0,1.0,1.0,0.96,0.9,0.81,0.77
qgo.csv,0.83,0.2,0.84,0.9,0.75,0.51,0.56,0.84,0.46,0.62,0.77,0.97,0.83,0.76,0.69
quickfast.csv,0.67,0.57,0.73,0.86,0.5,0.6,0.75,0.72,0.4,0.56,0.65,0.82,0.94,0.46,0.33
rhex.csv,0.33,0.64,0.83,0.79,0.41,0.73,0.78,0.84,0.51,0.8,0.9,0.95,0.85,0.57,0.67
rocrail.csv,0.42,0.55,0.63,0.89,0.48,0.86,0.4,0.43,0.38,0.65,0.62,0.66,0.54,0.28,0.5
virtuoso.csv,1.0,0.91,1.0,0.99,1.0,0.95,0.97,1.0,1.0,0.46,0.8,1.0,0.97,1.0,0.52
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,1.0,1.0
yield.csv,0.65,0.61,0.73,0.99,0.64,0.87,0.33,0.36,0.46,0.59,0.78,0.65,0.59,0.6,0.62
