,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.76,0.56,0.54,0.31,0.67,0.47,0.51,0.47,0.46,0.33,0.33,0.34,0.4,0.38,0.37
autowikibrowser.csv,0.39,0.34,0.38,0.28,0.33,0.36,0.42,0.41,0.45,0.31,0.32,0.38,0.39,0.31,0.32
blue-c.csv,0.58,0.42,0.47,0.36,0.62,0.48,0.48,0.46,0.51,0.39,0.38,0.37,0.48,0.5,0.49
dynalloy.csv,0.71,0.51,0.65,0.79,0.71,0.58,0.54,0.69,0.59,0.66,0.4,0.36,0.54,0.83,0.62
hydrogen.csv,0.44,0.37,0.39,0.3,0.43,0.42,0.43,0.42,0.48,0.39,0.54,0.35,0.38,0.42,0.34
jcae.csv,0.67,0.33,0.83,0.58,0.64,0.48,0.78,0.42,0.59,0.96,0.5,0.86,0.43,0.34,0.57
lphant.csv,0.42,0.35,0.37,0.28,0.32,0.44,0.43,0.36,0.48,0.32,0.47,0.43,0.36,0.33,0.3
nosleepsoftware.csv,0.94,0.91,0.5,0.0,0.56,0.98,0.8,0.0,0.0,0.67,0.0,0.67,0.93,0.68,0.91
qgo.csv,0.38,0.42,0.35,0.28,0.36,0.39,0.45,0.4,0.43,0.31,0.35,0.36,0.34,0.35,0.32
quickfast.csv,0.44,0.45,0.5,0.31,0.46,0.5,0.85,0.47,0.51,0.47,0.57,0.38,0.39,0.4,0.36
rhex.csv,0.45,0.36,0.96,0.64,0.44,0.6,0.83,0.71,0.63,0.49,0.75,0.0,0.67,0.38,0.57
rocrail.csv,0.44,0.43,0.41,0.34,0.38,0.41,0.46,0.41,0.48,0.33,0.43,0.36,0.61,0.36,0.42
virtuoso.csv,0.4,0.36,0.39,0.3,0.43,0.43,0.45,0.42,0.51,0.49,0.56,0.35,0.39,0.42,0.44
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0
yield.csv,0.45,0.34,0.47,0.3,0.35,0.44,0.45,0.37,0.53,0.33,0.37,0.35,0.39,0.38,0.33
