,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.16,0.06,0.29,0.8,0.32,0.33,0.09,0.0,0.26,0.64,0.63,0.52,0.37,0.3,0.56
autowikibrowser.csv,0.41,0.43,0.62,0.89,0.4,0.62,0.19,0.12,0.21,0.61,0.51,0.24,0.28,0.44,0.66
blue-c.csv,0.38,0.69,0.74,0.77,0.55,0.75,0.54,0.16,0.88,0.89,0.81,0.64,0.54,0.4,0.78
dynalloy.csv,0.42,0.57,0.3,0.32,0.51,0.67,0.51,0.04,0.83,0.61,0.84,0.64,0.48,0.19,0.59
hydrogen.csv,0.51,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.19,1.0,0.26,1.0,1.0,1.0,0.56
jcae.csv,0.04,0.6,0.16,0.22,0.26,0.46,0.0,0.08,0.07,0.06,0.23,0.0,0.31,0.39,0.22
lphant.csv,0.57,0.51,0.69,0.91,0.55,0.49,0.62,0.24,0.36,0.59,0.26,0.21,0.5,0.46,0.31
nosleepsoftware.csv,0.12,0.11,0.02,0.01,0.17,0.04,0.03,0.04,0.0,0.02,0.0,0.06,0.17,0.25,0.0
qgo.csv,0.83,0.14,0.63,0.9,0.7,0.42,0.4,0.8,0.39,0.6,0.74,0.97,0.83,0.76,0.69
quickfast.csv,0.62,0.49,0.52,0.85,0.47,0.4,0.06,0.64,0.31,0.26,0.42,0.82,0.93,0.34,0.25
rhex.csv,0.28,0.6,0.19,0.42,0.17,0.44,0.06,0.08,0.11,0.35,0.07,0.0,0.59,0.34,0.19
rocrail.csv,0.33,0.23,0.63,0.82,0.3,0.85,0.22,0.16,0.22,0.59,0.37,0.61,0.13,0.25,0.19
virtuoso.csv,1.0,0.91,1.0,0.99,1.0,0.95,0.97,1.0,1.0,0.23,0.53,1.0,0.96,1.0,0.22
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.03
yield.csv,0.49,0.57,0.73,0.99,0.55,0.86,0.24,0.28,0.44,0.56,0.72,0.64,0.54,0.6,0.59
