,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.97,0.55,0.97,0.31,0.75,0.77,1.0,0.65
forester-atv.csv,0.19,0.0,0.6,0.96,0.05,0.03,0.03,0.13
google-collections.csv,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
jsecurity.csv,0.26,0.2,0.13,0.42,0.16,0.87,0.35,0.26
opensim4opencog.csv,0.03,0.32,0.94,0.58,0.18,0.23,0.71,0.91
paintown.csv,0.97,0.38,0.47,0.58,0.68,0.49,0.41,0.43
smbopensoft.csv,0.37,0.71,0.98,0.58,0.68,0.54,0.39,0.57
thout.csv,0.4,0.48,0.12,0.65,0.89,0.33,0.57,0.48
