,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.12,0.0,0.0,0.58,0.03,0.0,0.1,0.26,0.08,0.12,0.0,0.23,0.04,0.0,0.11,0.02,0.0
dvd-create.csv,0.17,0.56,0.5,0.0,0.56,0.52,0.98,0.83,0.76,0.84,0.75,0.46,0.74,0.31,0.94,0.67,0.35,0.57
echongl.csv,0.0,0.42,0.53,0.83,0.63,0.12,0.0,0.06,0.11,0.18,0.3,0.08,0.42,0.4,0.22,0.33,0.18,0.0
empserver.csv,0.22,0.81,0.57,1.0,0.76,0.27,0.13,0.42,0.61,0.92,0.56,0.31,0.79,0.64,0.11,0.72,0.3,0.0
gdis.csv,0.28,0.54,0.44,1.0,0.44,0.45,0.16,0.19,0.37,0.53,0.34,0.0,0.61,0.28,0.39,0.44,0.46,0.36
gmerlin.csv,0.5,0.02,0.0,0.0,0.28,0.48,0.29,1.0,0.63,0.08,0.87,0.23,0.36,0.09,0.94,0.78,0.01,0.93
growl-for-windows.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.04,0.0,0.06,0.0,0.0,0.0,0.06,0.22,0.0,0.29
mpgravity.csv,0.78,0.44,0.46,0.2,0.99,0.85,0.88,0.88,0.78,1.0,0.95,0.38,0.68,0.68,0.72,0.72,0.46,0.64
myfaces.csv,0.33,0.2,0.43,0.39,0.16,0.7,0.53,0.04,0.07,0.42,0.08,0.31,0.29,0.16,0.17,0.22,0.09,0.14
nativeclient.csv,0.11,0.42,0.85,0.54,0.58,0.42,0.37,0.62,0.63,0.84,0.75,0.31,0.38,0.52,0.39,0.28,0.31,0.36
passwordsafe.csv,0.0,0.32,0.3,0.12,0.85,0.21,0.17,0.27,0.63,0.76,0.24,0.15,0.48,0.21,0.39,0.22,0.17,0.21
phonon-vlc-mplayer.csv,0.39,0.17,0.4,0.02,0.59,0.39,0.51,0.06,0.33,0.74,0.12,0.23,0.32,0.17,0.56,0.0,0.25,0.29
ppcboot.csv,0.89,0.99,0.9,1.0,1.0,1.0,0.24,1.0,0.96,1.0,0.74,1.0,1.0,0.94,0.39,1.0,0.99,1.0
rtrt-on-gpu.csv,0.61,0.5,0.79,0.17,0.28,0.79,0.68,0.1,0.11,0.16,0.37,0.46,0.18,0.7,0.39,0.39,0.79,0.21
sandiaportals.csv,0.44,0.21,0.3,0.07,0.97,0.39,0.38,0.15,0.52,0.66,0.16,0.15,0.44,0.12,0.22,0.22,0.3,0.71
tktoolkit.csv,0.11,0.65,0.14,0.71,0.58,0.42,0.59,0.88,0.91,0.87,0.65,0.54,0.7,0.41,0.44,0.44,0.56,0.79
ultimairis.csv,0.78,0.15,0.99,0.0,0.83,0.88,0.62,0.02,0.13,0.32,0.23,0.54,0.29,0.26,0.06,0.0,0.38,0.64
wikipediardware.csv,0.44,0.73,0.88,0.98,0.83,0.91,0.63,0.58,0.78,0.92,0.88,0.38,0.83,0.81,0.67,0.39,0.88,0.21
