,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.25,0.0,0.0,0.21,1.0,0.12,0.13,0.86
apolloplayer.csv,0.09,0.49,0.0,0.29,0.96,0.18,0.12,0.76
k3d.csv,0.15,1.0,0.17,0.19,1.0,0.42,0.0,0.86
keyczar.csv,0.08,0.0,0.0,0.67,0.91,0.17,0.0,0.9
kowari.csv,0.15,0.28,0.04,0.28,0.97,0.14,0.22,0.75
redshell.csv,0.11,0.21,0.0,0.0,0.98,0.13,0.1,0.47
rtb-team.csv,0.31,0.34,0.0,0.65,0.96,0.44,0.05,0.89
