,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.29,0.34,0.39,0.18,0.05,0.19,0.64,0.51,0.15
gdis.csv,0.71,0.64,0.12,0.21,0.46,0.41,0.17,0.29,0.0
kml.csv,0.33,0.98,0.75,0.29,0.18,0.78,0.82,0.93,0.23
ppcboot.csv,0.88,0.78,0.93,0.24,0.95,0.95,0.75,0.76,1.0
repositorium.csv,0.0,0.05,0.08,0.05,0.08,0.28,0.19,0.38,0.08
rsyslog.csv,0.25,0.79,0.41,0.55,0.21,0.85,0.36,0.22,0.31
ultimairis.csv,0.62,0.9,0.58,0.88,0.92,0.01,0.17,0.69,0.77
wow-qrsk.csv,0.0,0.31,0.25,0.2,0.03,0.0,0.02,0.04,0.08
xbg.csv,0.21,0.07,0.03,0.48,0.33,0.02,0.16,0.29,0.15
