,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.68,0.43,0.69,0.4,0.24,0.69,0.35,0.71,0.11,0.0,0.78
ivatamasks.csv,1.0,0.4,0.44,0.72,0.77,0.17,0.43,0.68,0.11,0.77,0.66
java-gnome.csv,0.89,0.31,0.5,0.23,0.53,0.1,0.17,0.57,0.77,0.51,0.23
orc.csv,0.05,0.5,0.88,0.43,0.04,0.5,0.27,0.36,0.12,0.0,0.34
plato.csv,1.0,0.99,0.94,0.96,0.83,0.86,0.92,0.71,0.21,1.0,1.0
rodin-b-sharp.csv,0.53,0.31,0.44,0.23,0.12,0.57,0.83,0.43,0.86,0.0,0.32
tycho.csv,0.16,0.57,0.38,0.58,0.33,0.24,0.27,0.5,0.23,0.71,0.78
umber.csv,0.89,0.79,1.0,0.97,0.69,0.98,0.98,0.86,1.0,0.23,0.65
unicase.csv,0.84,0.91,0.94,0.83,0.39,0.86,0.86,0.71,0.72,0.54,0.75
vienna-add-in.csv,0.74,0.61,0.56,0.67,0.73,0.38,0.49,0.79,0.23,0.74,0.36
wpdev.csv,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.79,0.98,1.0,1.0
