,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.36,1.0,0.19,0.81,0.8,0.85,0.44,0.44,0.75,0.0,0.77
ivatamasks.csv,0.27,1.0,0.1,0.84,0.62,0.78,0.27,0.27,0.46,0.63,0.69
java-gnome.csv,0.53,0.98,0.14,0.88,0.63,0.8,0.26,0.21,0.96,0.69,0.7
orc.csv,0.25,1.0,0.33,0.78,0.33,0.88,0.35,0.24,0.54,0.0,0.86
plato.csv,0.27,0.99,0.1,0.68,0.67,0.97,0.37,0.2,0.8,0.56,0.73
rodin-b-sharp.csv,0.91,0.96,0.37,0.59,0.77,0.83,0.76,0.15,0.88,0.0,0.87
tycho.csv,0.11,0.99,0.18,0.68,0.77,0.91,0.21,0.34,0.87,0.81,0.71
umber.csv,0.77,0.98,0.1,0.7,0.63,0.84,0.37,0.16,0.79,0.38,0.8
unicase.csv,0.48,1.0,0.12,0.69,0.62,0.86,0.42,0.25,0.8,0.49,0.83
vienna-add-in.csv,0.33,0.98,0.09,0.64,0.78,0.8,0.32,0.16,0.68,0.63,0.59
wpdev.csv,0.26,1.0,0.1,0.68,0.66,0.84,0.36,0.15,0.78,0.56,0.73
