,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.78,1.0,0.98,0.9,0.06
lazarus-ccr.csv,0.3,0.75,0.57,0.74,0.98,0.77
lcfizvtop.csv,0.87,0.66,0.65,0.65,0.36,0.43
migen.csv,0.76,0.41,0.96,0.86,0.74,0.69
mvnforum.csv,1.0,0.73,0.43,0.88,0.9,0.9
plplot.csv,0.64,0.59,0.64,0.34,0.77,0.62
