,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.46,0.48,0.29,0.26,0.19,1.0
lazarus-ccr.csv,0.76,0.43,0.38,0.28,0.1,0.95
lcfizvtop.csv,0.37,0.52,0.33,0.3,0.42,1.0
migen.csv,0.43,0.68,0.12,0.33,0.3,0.96
mvnforum.csv,0.0,0.56,0.5,0.22,0.1,0.89
plplot.csv,0.53,0.53,0.33,0.6,0.2,0.97
