,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.67,0.1,0.64,0.43,0.33,0.54,0.56,0.37,0.35,0.55
gamestone.csv,0.16,0.61,0.19,0.33,0.19,0.0,0.13,0.27,0.07,0.22
gbif-providertoolkit.csv,0.67,0.0,0.37,0.11,0.41,0.55,0.48,0.39,0.12,0.79
heekscad.csv,0.77,0.42,0.6,0.45,0.38,0.57,0.49,0.33,0.41,0.75
igarden.csv,0.67,0.26,0.53,0.53,0.33,0.7,0.45,0.25,0.46,0.74
levent.csv,0.65,0.2,0.0,0.0,0.32,0.76,0.43,0.0,0.0,0.0
owlapi.csv,0.54,0.0,0.37,0.25,0.3,0.7,0.47,0.54,0.48,0.66
pnotepad.csv,0.74,0.38,0.64,0.48,0.29,0.69,0.52,0.21,0.33,0.91
quark.csv,0.46,0.18,0.47,0.17,0.0,0.0,0.0,0.12,0.55,0.12
xcsoar.csv,0.74,0.31,0.68,0.43,0.42,0.55,0.41,0.26,0.33,0.29
