,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.6,0.23,0.51,0.38,0.61,0.22,0.26,0.27,0.92,0.2
gamestone.csv,0.04,0.15,0.13,0.33,0.36,0.13,0.08,0.31,0.27,0.1
gbif-providertoolkit.csv,0.74,0.48,0.44,0.06,0.31,0.17,0.86,0.32,0.33,0.7
heekscad.csv,0.3,0.13,0.23,0.33,0.42,0.26,0.36,0.39,0.63,0.4
igarden.csv,0.23,0.23,0.31,0.35,0.48,0.22,0.41,0.34,0.58,0.3
levent.csv,0.26,0.02,0.0,0.0,0.64,0.35,0.38,0.0,0.0,0.0
owlapi.csv,0.64,0.21,0.34,0.15,0.64,0.43,0.84,0.24,0.42,0.5
pnotepad.csv,0.19,0.42,0.7,0.93,0.93,0.57,0.49,0.79,1.0,0.1
quark.csv,0.13,0.04,0.03,0.03,0.12,0.0,0.01,0.04,0.31,0.0
xcsoar.csv,0.19,0.06,0.23,0.49,0.36,0.26,0.28,0.33,1.0,0.0
