,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.6,0.14,0.69,0.54,0.66,0.45,0.61,0.59,0.3,0.44
gamestone.csv,0.11,0.87,0.14,0.39,0.33,0.0,0.1,0.44,0.1,0.15
gbif-providertoolkit.csv,0.54,0.0,0.39,0.07,0.65,0.46,0.42,0.65,0.18,0.58
heekscad.csv,0.73,0.55,0.58,0.54,0.68,0.49,0.57,0.6,0.71,0.64
igarden.csv,0.6,0.42,0.53,0.65,0.61,0.62,0.54,0.43,0.78,0.63
levent.csv,0.59,0.15,0.0,0.0,0.64,0.7,0.49,0.0,0.0,0.0
owlapi.csv,0.48,0.0,0.36,0.22,0.59,0.63,0.45,0.82,0.78,0.53
pnotepad.csv,0.68,0.8,0.64,0.27,0.27,0.6,0.64,0.44,0.0,0.86
quark.csv,0.37,0.15,0.37,0.12,0.0,0.0,0.0,0.1,0.81,0.07
xcsoar.csv,0.68,0.29,0.68,0.56,0.69,0.47,0.43,0.44,0.0,0.2
