,campsoft.csv,gtad.csv,rhex.csv,owlib.csv,ktc.csv,jedit.csv,net-snmp.csv,encog-java.csv,umber.csv,jahshakafx.csv,jahshaka.csv,selenium.csv,paintown.csv,h2database.csv,x4x.csv,elmo.csv,jmoney.csv,google-collections.csv,baadengine.csv,raven-monitoring.csv,smbopensoft.csv,xharbour.csv,flylinkdc.csv,reactos-mirror.csv,qpe.csv,xbrlapi.csv,prelude.csv,neoengine.csv,atunes.csv,avifile.csv,lamp.csv,logicmail.csv,wgs-assembler.csv,plearn.csv,werx.csv,plog4u.csv,openwbem.csv,qgo.csv,jaql.csv,kmatplot.csv,pclasses.csv,agilitybook.csv,triplea.csv,raygina.csv,wpdev.csv,owfs.csv,olap-navigator.csv,pokeglobal.csv,nova.csv,sauerbraten.csv,graphmak.csv,jgameai.csv,gpsmid.csv,empyrean.csv,awemud.csv,crisscross.csv,re2c.csv,tzod.csv,octave.csv,adaptagrams.csv,open-media-library.csv,vdsf.csv,alit.csv,orc.csv,lazarus-ccr.csv,n2cms.csv,forester-atv.csv,mob-sen-plat.csv,nh3d.csv,amanda.csv,rectracker.csv,dynalloy.csv,mpqc.csv,thout.csv,benojt.csv,sabbu.csv,unladen-swallow.csv,powerfolder-.csv,barracudamvc.csv,guineu.csv
dynalloy.csv,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.0,0.53,0.37,0.0,1.0,0.8,0.7,0.12,0.0,0.49,0.41,0.0,0.0,0.0,0.0,0.98,1.0,0.0,0.0,0.0,0.43,0.82,0.0,0.0,1.0,1.0,0.0,0.0,0.26,0.66,1.0,0.0,0.06,1.0,0.0,1.0,0.95,0.2,1.0,0.0,1.0,1.0,0.39,1.0,0.97,1.0,0.0,0.11,0.0,1.0,0.15,0.0,0.69,0.94,0.0,0.77,0.0,1.0,0.0,0.0,0.14,,0.0,1.0,0.88,0.28,0.0,0.61,1.0,1.0
elmo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.03,0.0,0.02,,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.12,0.0,0.0,0.08,0.0,0.69,0.0,0.08,0.35,0.0,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.0,0.0,0.0,0.01,0.04
empyrean.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,1.0,0.0,0.0,0.31,0.0,1.0,0.0,0.0,0.31,0.0,,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
encog-java.csv,1.0,0.0,0.42,0.0,0.0,0.0,0.0,,0.0,0.0,0.64,0.22,0.01,0.0,0.79,0.2,0.5,0.0,0.0,0.2,0.31,0.0,0.0,0.0,0.0,0.52,0.57,0.0,0.0,0.0,0.43,0.64,0.0,0.0,0.34,1.0,0.0,0.0,0.04,0.24,0.55,0.0,0.0,0.92,0.0,0.27,0.69,0.02,0.69,0.0,0.6,0.23,0.22,0.67,0.44,0.62,0.0,0.04,0.0,0.5,0.0,0.0,0.27,0.62,0.0,0.1,0.0,0.64,0.0,0.0,0.32,0.17,0.0,0.57,0.68,0.12,0.0,0.48,0.5,0.65
flylinkdc.csv,1.0,1.0,1.0,0.8,0.0,0.52,0.59,1.0,0.95,0.83,0.82,0.98,0.78,0.3,1.0,0.8,1.0,0.84,0.45,1.0,1.0,0.0,,0.0,0.67,0.98,0.69,0.81,1.0,0.4,0.93,1.0,0.54,0.76,1.0,1.0,0.36,0.97,0.98,0.93,0.91,0.58,0.88,1.0,0.66,0.82,0.95,0.9,0.92,0.97,1.0,1.0,0.98,0.99,0.92,1.0,0.0,0.93,0.77,1.0,0.92,0.48,0.32,1.0,0.5,1.0,0.96,0.97,0.0,0.62,1.0,0.96,0.0,1.0,1.0,0.78,0.0,1.0,1.0,1.0
forester-atv.csv,1.0,0.0,0.5,0.06,0.0,0.0,0.68,0.68,0.05,0.53,0.91,0.43,0.34,0.0,0.69,0.8,0.8,0.09,0.01,0.6,0.99,0.0,0.0,0.0,0.0,0.6,0.52,0.02,0.0,0.0,0.93,0.61,0.0,0.19,0.5,1.0,0.03,0.5,0.54,0.69,0.45,0.0,0.28,0.68,0.33,0.64,0.97,0.73,0.92,0.41,0.76,0.42,0.78,0.78,0.51,0.76,0.0,0.63,0.27,0.85,0.57,0.01,0.28,0.75,0.0,0.73,,0.39,0.0,0.17,0.54,0.54,0.0,0.86,0.71,0.67,0.0,0.65,0.74,0.69
google-collections.csv,1.0,1.0,1.0,0.97,0.0,0.49,0.85,0.93,0.95,0.59,1.0,0.98,1.0,0.45,1.0,1.0,1.0,,1.0,0.94,0.47,0.0,0.32,0.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.33,0.98,0.99,1.0,0.42,0.87,0.97,1.0,1.0,0.74,0.94,1.0,0.96,1.0,0.97,0.85,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,1.0,0.95,1.0,1.0,1.0,,1.0,0.42,1.0,0.85,1.0,0.5,0.67,0.98,0.96,0.0,1.0,1.0,1.0,0.0,1.0,0.98,1.0
gpsmid.csv,1.0,1.0,0.83,0.08,0.0,0.0,0.0,0.61,0.05,0.0,1.0,0.63,0.35,0.0,1.0,1.0,0.9,0.42,0.0,0.51,0.04,0.0,0.0,0.0,0.0,0.86,1.0,0.0,0.0,0.0,1.0,0.91,0.0,0.02,0.98,1.0,0.0,0.23,0.56,0.55,1.0,0.0,0.41,1.0,0.06,1.0,1.0,0.41,1.0,0.33,0.88,0.92,,1.0,1.0,1.0,0.0,0.96,0.05,0.96,0.57,0.0,0.0,0.94,0.0,0.46,0.46,1.0,0.0,0.0,0.41,0.6,0.0,0.93,0.99,0.93,0.0,1.0,0.88,0.92
graphmak.csv,1.0,0.0,0.67,0.0,0.0,0.0,0.0,0.27,0.0,0.01,0.91,0.08,0.31,0.0,0.57,0.6,0.1,0.09,0.0,0.26,0.03,0.0,0.0,0.0,0.0,0.38,0.95,0.0,0.0,0.0,0.79,0.12,0.0,0.0,0.65,1.0,0.0,0.13,0.14,0.38,1.0,0.0,0.06,0.96,0.02,0.55,0.92,0.24,1.0,0.1,,0.73,0.63,0.87,0.74,0.57,0.0,0.37,0.32,0.62,0.15,0.0,0.2,0.31,0.0,0.21,0.0,0.97,0.0,0.0,0.0,0.48,0.0,0.5,0.53,0.03,0.0,0.06,0.49,0.69
gtad.csv,1.0,,0.5,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.73,0.37,0.0,0.0,0.9,0.6,0.85,0.01,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.0,0.43,0.97,0.0,0.0,0.7,1.0,0.0,0.0,0.04,0.34,0.91,0.0,0.0,1.0,0.0,0.73,0.7,0.02,1.0,0.0,0.92,0.69,0.35,0.97,0.67,1.0,0.0,0.04,0.0,0.96,0.0,0.0,0.17,0.81,0.0,0.29,0.0,0.7,0.0,0.0,0.05,0.17,0.0,0.61,0.72,0.19,0.0,0.58,0.89,0.85
guineu.csv,0.0,1.0,0.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,0.77,0.97,1.0,0.02,0.4,0.4,0.96,1.0,0.91,0.73,1.0,1.0,1.0,1.0,0.21,0.0,1.0,1.0,1.0,0.79,0.3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.86,0.0,1.0,1.0,0.0,1.0,0.45,0.02,1.0,0.0,1.0,0.52,0.08,0.98,0.0,0.23,0.0,1.0,0.96,1.0,0.62,1.0,1.0,0.0,0.5,1.0,0.81,1.0,0.27,1.0,1.0,1.0,1.0,1.0,0.16,0.16,0.84,1.0,1.0,0.0,
h2database.csv,1.0,1.0,1.0,1.0,0.0,0.18,0.88,1.0,1.0,0.65,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.0,0.0,0.0,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23,1.0,1.0,1.0,0.04,1.0,1.0,1.0,1.0,0.58,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.04,1.0,0.88,1.0,0.0,0.46,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
jahshaka.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.62,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.67,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.36,0.0,0.0,0.31,0.0,0.23,0.0,0.04,0.08,0.0,0.64,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.31
jahshakafx.csv,1.0,1.0,1.0,0.9,0.0,0.26,0.61,1.0,1.0,,1.0,0.92,1.0,0.0,1.0,1.0,1.0,0.88,0.54,1.0,1.0,0.0,0.0,0.0,0.56,1.0,1.0,0.89,0.91,0.2,1.0,1.0,0.54,0.92,1.0,1.0,0.08,1.0,1.0,1.0,1.0,0.47,0.94,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,1.0,0.91,1.0,0.98,0.66,,1.0,0.25,1.0,0.92,1.0,0.0,0.58,1.0,0.96,0.0,1.0,1.0,1.0,0.0,0.97,1.0,1.0
jaql.csv,1.0,1.0,0.92,0.0,0.0,0.0,0.0,0.93,0.05,0.0,1.0,0.67,0.25,0.0,1.0,1.0,1.0,0.79,0.0,0.89,0.99,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2,,0.86,1.0,0.0,0.72,1.0,0.0,1.0,1.0,0.59,1.0,0.0,1.0,0.96,0.88,1.0,1.0,1.0,0.0,0.81,0.0,1.0,0.65,0.0,,1.0,0.0,0.83,0.04,1.0,0.0,0.0,0.91,0.58,0.0,1.0,0.98,1.0,0.0,0.87,1.0,1.0
jedit.csv,1.0,1.0,1.0,0.98,0.0,,1.0,1.0,1.0,0.99,1.0,0.97,1.0,0.4,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.0,0.68,0.0,0.97,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.92,0.93,1.0,1.0,0.54,1.0,0.99,1.0,1.0,0.74,1.0,1.0,0.99,1.0,0.92,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.89,1.0,1.0,1.0,1.0,1.0,0.0,0.67,1.0,1.0,0.15,1.0,1.0,1.0,0.0,1.0,1.0,1.0
jgameai.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.0,0.0,0.26,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.02,0.0,0.69,0.0,0.28,,0.0,0.19,0.13,0.14,0.0,0.0,0.0,0.35,0.08,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.04,0.0,0.0,0.0,0.01,0.12
jmoney.csv,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.2,0.0,0.0,0.95,0.2,,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.69,0.69,0.0,0.0,0.0,0.14,0.91,0.0,0.0,0.88,1.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.92,0.0,0.45,0.72,0.0,0.85,0.0,0.72,0.92,0.0,0.83,0.55,0.81,0.0,0.0,0.0,0.73,0.0,0.0,0.18,0.69,0.0,0.06,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.55,0.78,0.17,0.0,0.1,0.75,0.73
kmatplot.csv,0.0,0.5,0.75,0.5,0.0,0.07,0.12,0.5,0.68,0.04,0.36,0.3,0.24,0.04,0.57,0.4,0.45,0.28,0.04,0.6,0.01,0.0,0.0,0.0,0.1,0.38,0.95,0.58,0.27,0.4,0.29,0.85,0.08,0.54,0.32,1.0,0.03,0.17,0.31,,0.82,0.08,0.28,0.68,0.21,1.0,0.28,0.39,1.0,0.44,0.84,0.58,0.41,0.71,0.27,0.24,0.0,0.74,0.23,0.92,0.52,0.43,0.32,0.44,0.0,0.21,0.35,0.79,0.25,0.02,0.32,0.31,0.0,0.45,0.32,0.6,0.0,0.48,0.49,0.69
ktc.csv,1.0,1.0,1.0,1.0,,0.98,0.98,1.0,1.0,0.98,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.92,0.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.98,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.92,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.25,0.98,1.0,1.0,0.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0
lamp.csv,1.0,0.5,0.17,0.1,0.0,0.05,0.0,0.57,0.58,0.0,0.73,0.38,0.18,0.0,0.57,0.4,0.85,0.4,0.19,0.51,0.35,0.0,0.0,0.0,0.0,0.6,0.36,0.05,0.59,0.0,,0.91,0.0,0.02,0.67,1.0,0.0,0.57,0.36,0.38,0.36,0.0,0.56,0.68,0.03,0.45,0.74,0.49,0.0,0.03,0.52,0.12,0.35,0.59,0.21,0.95,0.0,0.59,0.0,0.92,0.4,0.0,0.62,1.0,0.0,0.38,0.62,0.33,0.0,0.0,0.77,0.08,0.0,0.39,0.63,0.41,0.0,0.84,0.51,0.85
lazarus-ccr.csv,1.0,1.0,1.0,0.98,0.0,0.39,0.98,1.0,1.0,0.14,1.0,1.0,1.0,0.09,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.0,0.19,0.0,0.36,1.0,1.0,0.56,0.95,1.0,1.0,1.0,0.59,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.55,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0,0.77,0.96,1.0,1.0,0.97,1.0,,1.0,0.96,1.0,0.0,0.02,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
logicmail.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.83,1.0,0.7,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.71,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.69,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.7,0.0,1.0,0.0,0.28,0.62,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.31,0.0,0.0,0.85,0.62,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.24,0.0,0.0,0.0,0.66,0.35
mob-sen-plat.csv,0.0,1.0,0.58,0.99,1.0,1.0,1.0,0.95,1.0,1.0,0.73,0.77,0.88,1.0,0.4,0.2,0.7,0.76,1.0,0.66,0.99,1.0,1.0,1.0,1.0,0.48,0.0,1.0,1.0,1.0,0.57,0.64,1.0,1.0,0.78,0.0,1.0,0.77,0.94,0.83,0.36,1.0,0.94,0.32,1.0,0.64,0.57,1.0,0.0,1.0,0.48,0.46,0.9,0.64,0.59,0.29,1.0,0.59,0.95,0.85,0.88,1.0,0.25,0.88,1.0,0.73,1.0,,1.0,1.0,0.84,0.94,1.0,0.7,0.7,0.93,1.0,0.94,0.75,0.46
mpqc.csv,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,0.12,0.0,0.07,0.2,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.43,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.07,0.36,0.0,0.0,0.12,0.03,0.27,0.36,0.02,0.31,0.0,0.04,0.42,0.02,0.41,0.18,0.33,0.0,0.0,0.0,0.12,0.0,0.0,0.61,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,,0.05,0.03,0.14,0.0,0.0,0.04,0.0
n2cms.csv,1.0,0.5,0.75,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.73,0.25,0.4,0.0,0.6,0.6,0.85,0.2,0.0,0.23,0.18,0.0,0.0,0.0,0.0,0.38,0.48,0.04,0.0,0.0,0.36,0.94,0.0,0.0,0.95,0.0,0.0,0.0,0.23,0.76,0.55,0.0,0.22,0.92,0.22,0.64,0.8,0.49,1.0,0.0,0.92,0.38,0.22,0.99,0.67,0.9,0.0,0.26,0.18,1.0,0.2,0.0,0.03,0.81,0.0,,0.04,0.21,0.0,0.0,0.57,0.19,0.0,0.32,0.49,0.24,0.0,0.58,0.96,0.31
neoengine.csv,1.0,1.0,1.0,0.35,0.0,0.0,0.0,1.0,0.89,0.0,1.0,0.98,0.99,0.0,1.0,1.0,1.0,0.88,0.01,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.68,0.0,1.0,1.0,0.0,0.22,1.0,1.0,0.0,0.93,0.98,1.0,1.0,0.0,0.91,1.0,0.54,1.0,1.0,0.95,1.0,0.97,1.0,1.0,0.98,1.0,1.0,1.0,0.0,1.0,0.32,1.0,0.9,0.45,,1.0,0.0,1.0,0.62,1.0,0.0,0.0,1.0,0.98,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
net-snmp.csv,0.0,1.0,1.0,0.62,0.0,0.25,,1.0,0.95,0.28,1.0,0.73,0.84,0.02,0.95,1.0,1.0,0.72,0.49,0.94,1.0,0.0,0.08,0.0,0.44,0.98,1.0,0.49,0.91,0.8,0.93,0.91,0.21,0.61,0.99,1.0,0.17,0.7,0.99,0.93,1.0,0.42,0.81,1.0,0.69,0.82,1.0,0.8,1.0,0.79,0.96,1.0,0.92,0.99,1.0,1.0,0.0,0.81,0.73,1.0,0.85,0.93,,1.0,0.04,0.92,0.77,0.94,0.0,0.0,0.98,0.9,0.0,1.0,0.97,0.9,0.0,1.0,1.0,0.96
nh3d.csv,1.0,1.0,1.0,0.98,0.0,0.44,0.66,1.0,1.0,0.72,1.0,1.0,0.99,0.21,1.0,1.0,1.0,0.99,0.91,1.0,1.0,0.0,0.27,0.0,0.87,1.0,1.0,0.93,1.0,1.0,1.0,1.0,0.38,0.9,1.0,1.0,0.34,0.87,1.0,0.93,1.0,0.66,0.97,1.0,0.95,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.55,1.0,0.98,1.0,0.69,1.0,0.33,1.0,0.73,1.0,,0.6,1.0,1.0,0.0,1.0,1.0,0.98,0.0,1.0,1.0,1.0
