,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.65,0.49,0.54,0.73,0.89,0.59,0.0,0.0,0.0,0.28,0.96,0.59
emulemorph.csv,0.0,0.0,0.0,0.27,0.03,0.0,0.0,0.0,0.0,0.1,0.13,0.0
fulguro.csv,0.9,0.26,0.66,0.0,0.3,0.5,0.6,1.0,0.0,0.28,0.32,0.59
fw4spl.csv,0.25,0.28,0.26,0.19,0.51,0.3,0.72,0.0,0.68,0.23,0.54,0.5
gnome-jabber.csv,0.55,0.59,0.43,0.6,0.78,0.61,0.6,0.2,0.79,0.59,0.51,0.66
ipfilter.csv,0.7,0.85,0.74,0.93,0.46,0.83,0.6,1.0,0.05,0.83,0.75,0.75
ipfire-wall.csv,0.35,0.1,0.19,0.39,0.24,0.33,0.96,0.0,0.21,0.46,0.23,0.31
libmesh.csv,0.1,0.15,0.56,0.27,0.43,0.41,0.32,0.0,0.0,0.35,0.47,0.62
rockbox.csv,0.18,0.13,0.42,0.06,0.46,0.33,0.88,0.0,0.21,0.33,0.56,0.34
soar.csv,0.9,1.0,0.95,1.0,1.0,1.0,0.28,1.0,0.95,0.89,1.0,1.0
tencompetence.csv,0.25,0.15,0.4,0.52,0.14,0.7,0.56,0.6,0.0,0.28,0.2,0.19
xbrlapi.csv,0.42,0.03,0.23,0.44,0.19,0.37,0.88,0.0,0.0,0.3,0.34,0.03
