,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.62,0.52,0.0,0.56,0.55,0.86,0.52,0.44
chaperon.csv,0.5,0.17,1.0,0.56,0.25,0.37,0.12,0.2
forester-atv.csv,0.85,0.02,0.5,0.12,0.62,0.07,0.0,0.34
gephex.csv,0.35,0.75,0.25,0.88,0.82,0.63,0.57,0.5
pokenetonline.csv,0.96,0.98,0.75,0.94,0.73,1.0,0.9,0.83
primefaces.csv,0.62,1.0,0.75,1.0,1.0,1.0,0.78,0.55
rcp-company-uibindings.csv,0.77,0.32,0.5,0.56,0.23,0.51,0.57,0.86
yarp0.csv,0.73,0.52,1.0,0.75,0.48,0.54,0.38,0.46
