,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.72,0.67,0.93,0.85,0.91,0.88,0.96,0.96,0.8,0.13,0.29,0.82
aubit4gl.csv,0.84,0.55,0.81,0.85,0.04,0.8,0.8,0.72,0.85,0.58,0.69,0.72
liferea.csv,0.6,0.59,0.61,0.08,0.69,0.64,0.48,0.57,0.77,0.53,0.52,0.56
moving-pictures.csv,0.6,0.64,0.49,0.63,0.94,0.77,0.04,0.65,0.79,0.68,0.82,0.66
olex2.csv,0.59,0.59,0.62,0.81,0.67,0.7,0.73,0.9,0.58,0.58,0.62,0.04
opensim4opencog.csv,0.95,1.0,1.0,1.0,1.0,0.22,0.97,0.7,1.0,0.75,0.86,0.95
plearn.csv,0.02,0.73,0.68,0.84,0.63,0.91,0.79,0.84,0.63,0.73,0.4,0.85
psrchive.csv,0.8,0.83,0.29,1.0,0.77,0.8,0.9,0.92,0.82,0.74,0.58,0.94
re2c.csv,0.62,0.0,0.52,0.96,0.5,0.87,0.77,0.77,0.42,0.84,0.76,0.55
rebecca-aiml.csv,0.72,0.96,0.71,0.81,0.73,0.66,0.77,0.69,0.0,0.59,0.49,0.68
wxcode.csv,0.85,1.0,0.93,0.92,0.75,0.96,0.89,0.95,0.87,0.83,0.0,0.9
xfce.csv,0.6,1.02,0.66,0.55,0.61,0.59,0.57,0.02,0.57,0.61,0.62,0.67
