,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,196.0,64.5,98.5,99.0,756.5,98.5,193.0,67.5,2332.5,98.5,98.5,99.0
emite.csv,99.0,0.0,99.0,292.5,563.0,97.5,98.5,290.5,391.0,97.5,98.5,99.0
geogebra.csv,195.0,490.0,99.0,587.5,2100.5,197.5,99.0,486.5,787.0,98.5,95.5,99.0
hibernate.csv,99.0,285.0,99.0,99.0,459.5,197.5,99.0,781.0,1443.5,98.5,97.5,99.0
httpcontentparser.csv,98.5,50.5,98.5,391.0,369.0,0.0,98.5,781.0,1474.0,97.5,98.5,99.0
megameknet.csv,99.0,490.0,99.0,586.5,5759.0,98.5,99.0,682.0,688.0,98.5,97.5,99.0
myfaces.csv,196.0,285.0,98.5,388.5,188.0,197.5,99.0,682.0,1076.0,97.5,97.5,99.0
ns-3.csv,99.0,490.0,99.0,685.0,5247.5,98.5,99.0,581.5,883.5,97.5,93.5,99.0
ondex.csv,99.0,50.5,99.0,680.0,275.5,98.5,99.0,644.5,1249.5,97.5,346.0,99.0
pixel-commandos.csv,258.5,184.5,99.0,93.5,1044.0,96.5,96.0,378.0,2217.5,98.5,95.5,99.0
rsyslog.csv,196.0,186.0,99.0,666.5,4506.0,197.5,99.0,682.0,2922.0,98.5,98.5,99.0
wow-qrsk.csv,99.0,50.5,268.5,680.0,749.0,46.5,99.0,781.0,962.0,483.0,171.0,99.0
