,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.81,0.62,0.62,0.69,0.61,0.71,0.01,0.34,0.57
graphmak.csv,0.92,0.73,0.12,0.87,0.86,0.89,0.86,0.89,0.84
guineu.csv,0.04,0.81,0.68,0.68,0.88,0.85,0.91,0.74,0.82
jhotdraw.csv,0.75,0.83,0.92,0.98,0.18,0.87,0.89,1.0,0.91
ofbiz.csv,0.85,0.64,0.62,0.68,0.59,0.78,0.8,0.71,0.02
pdfedit.csv,0.73,0.78,0.69,0.03,0.87,0.77,0.59,0.79,0.71
pokeglobal.csv,0.58,0.02,0.61,0.85,0.8,0.69,0.64,0.37,0.53
red5.csv,0.56,0.83,0.7,0.63,0.57,0.09,0.78,0.57,0.76
twostep.csv,0.67,0.66,0.77,0.84,0.69,0.6,0.59,0.0,0.65
