,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.38,0.47,0.41,0.43,0.51,0.5,0.43,0.44,0.45
graphmak.csv,0.8,0.69,0.59,0.91,0.96,0.88,0.9,0.83,0.88
guineu.csv,0.72,0.9,0.63,0.79,0.93,0.8,0.94,0.77,0.91
jhotdraw.csv,0.94,0.62,0.67,0.5,0.98,0.9,0.95,0.0,0.96
ofbiz.csv,0.89,0.45,0.78,0.46,0.58,0.42,0.81,0.62,0.44
pdfedit.csv,0.58,0.91,0.58,0.51,0.68,0.61,0.62,0.62,0.65
pokeglobal.csv,0.39,0.47,0.38,0.38,0.34,0.34,0.41,0.38,0.39
red5.csv,0.44,0.44,0.39,0.55,0.48,0.49,0.48,0.62,0.51
twostep.csv,0.4,0.55,0.45,0.88,0.57,0.44,0.47,0.5,0.47
