,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.52,0.0,0.67,0.59,0.55,0.47,0.75,0.81,0.68,0.97,0.88,0.45,0.92,0.82,0.6,0.86
betoffice.csv,0.75,0.85,0.75,0.93,0.64,0.67,0.89,0.6,0.88,0.61,0.7,0.95,0.93,0.73,0.81,0.83
bnetd.csv,0.46,0.42,0.61,0.42,0.5,0.46,0.53,0.63,0.47,0.43,0.5,0.37,0.36,0.48,0.44,0.34
elvishrayrenderer.csv,0.38,0.35,0.8,0.41,0.5,0.35,0.79,0.68,0.45,0.81,0.91,0.33,0.4,0.76,0.81,0.44
emisview.csv,0.69,0.73,0.64,0.5,0.88,0.62,0.53,0.91,0.63,0.5,0.68,0.44,0.5,0.55,0.54,0.41
findbugs.csv,0.62,0.46,0.69,0.94,0.6,0.92,0.8,0.96,0.73,0.91,0.63,0.93,0.67,0.81,0.97,0.7
hazelcast.csv,0.31,0.39,0.45,0.39,0.34,0.3,0.36,0.36,0.34,0.5,0.42,0.32,0.31,0.32,0.37,0.37
jitterbit.csv,0.56,0.48,0.58,0.8,0.46,0.58,0.77,0.91,0.72,0.7,0.62,0.9,0.67,0.72,0.78,0.55
jppf-project.csv,0.36,0.39,0.92,0.4,0.43,0.31,0.43,0.51,0.43,0.5,0.61,0.35,0.32,0.41,0.47,0.37
megasquirtavr.csv,0.33,0.32,0.81,0.37,0.36,0.29,0.45,0.54,0.44,0.44,0.48,0.38,0.35,0.42,0.43,0.37
stajistics.csv,0.75,0.4,0.7,0.75,0.56,0.59,0.8,0.69,0.76,0.8,0.9,0.47,0.58,0.62,0.63,0.42
trackit.csv,0.48,0.42,0.75,0.62,0.52,0.88,0.54,0.95,0.52,0.67,0.89,0.7,0.51,0.41,0.77,0.45
tweetsharp.csv,0.57,0.32,0.52,0.6,0.75,0.91,0.56,0.41,0.51,0.46,0.39,0.55,0.78,0.44,0.71,0.42
wxlua.csv,0.35,0.41,0.59,0.41,0.41,0.32,0.4,0.39,0.37,0.52,0.44,0.34,0.31,0.41,0.44,0.36
x4x.csv,0.4,0.39,0.8,0.44,0.5,0.34,0.52,0.58,0.58,0.93,0.67,0.45,0.4,0.52,0.55,0.43
xharbour.csv,0.38,0.38,0.53,0.49,0.46,0.51,0.43,0.4,0.4,0.64,0.43,0.41,0.36,0.44,0.47,0.39
