,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.29,0.35,0.5,0.49,0.55,0.9
aime.csv,0.69,1.0,0.87,1.0,0.41,0.97
badtrinitycore.csv,1.0,0.96,0.59,0.26,0.8,0.74
electric-core.csv,0.71,0.54,0.43,0.53,0.72,0.64
geochat.csv,0.51,0.95,0.87,0.89,0.53,0.56
olsrd.csv,0.79,0.35,0.57,0.49,0.65,0.6
