,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.76,0.66,0.38,0.16,0.49
chrysalis.csv,0.49,0.65,0.21,0.58,0.49
mobicents.csv,0.43,0.68,0.33,0.39,0.57
snakeyaml.csv,0.29,0.47,0.43,0.06,0.41
xamj.csv,0.58,0.49,0.32,0.3,0.62
