,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.84,0.64,0.58,0.32,0.21,0.42,0.61,0.83,1.0
bzbyte.csv,0.6,0.0,0.83,0.63,0.01,0.94,0.74,0.67,0.0
encog-java.csv,0.08,0.0,0.0,0.01,0.0,0.04,0.0,0.06,0.0
galaxium.csv,0.5,0.36,0.48,0.5,0.11,0.63,0.09,0.28,0.08
h2database.csv,0.06,0.02,0.04,0.07,0.0,0.04,0.01,0.0,0.0
haphazard.csv,0.07,0.13,0.17,0.1,0.0,0.13,0.38,0.28,0.0
jaql.csv,0.64,0.33,0.15,0.17,0.56,0.29,0.38,0.56,0.08
raven-monitoring.csv,0.75,0.52,0.12,0.22,0.06,0.58,0.66,0.67,0.15
v8.csv,0.63,0.69,0.98,0.93,1.0,0.83,0.92,0.72,0.69
