,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.84,0.72,0.66,0.55,0.44,0.63,0.69,0.86,1.03
bzbyte.csv,0.69,1.0,0.86,0.75,1.0,0.94,0.74,0.67,1.0
encog-java.csv,0.87,1.0,1.0,0.94,0.97,1.0,1.0,0.95,1.0
galaxium.csv,0.58,0.46,0.79,0.52,0.71,0.71,0.49,0.63,0.6
h2database.csv,0.82,0.89,1.0,0.74,0.94,0.92,0.97,0.98,1.0
haphazard.csv,0.89,0.91,0.73,0.87,0.97,0.56,0.94,0.84,0.95
jaql.csv,0.65,0.59,0.73,0.44,0.62,0.82,0.69,0.66,0.79
raven-monitoring.csv,0.77,0.76,0.61,0.65,0.92,0.62,0.78,0.83,0.86
v8.csv,0.72,0.73,0.98,0.94,1.0,0.91,0.92,0.77,0.69
