,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.93,0.68,0.69,0.55,0.61,0.54,0.69,0.77,0.74
bzbyte.csv,0.66,0.0,0.77,0.6,0.0,1.0,0.94,0.93,0.0
encog-java.csv,0.14,0.0,0.0,0.06,0.03,0.0,0.0,0.05,0.0
galaxium.csv,0.7,0.72,0.37,0.84,0.3,0.69,0.51,0.44,0.41
h2database.csv,0.18,0.11,0.0,0.27,0.06,0.08,0.03,0.02,0.0
haphazard.csv,0.11,0.09,0.29,0.14,0.03,0.46,0.14,0.21,0.05
jaql.csv,0.89,0.51,0.29,0.6,0.74,0.23,0.43,0.65,0.21
raven-monitoring.csv,0.84,0.45,0.4,0.38,0.08,0.77,0.57,0.51,0.15
v8.csv,0.66,0.75,0.94,0.88,1.0,0.62,0.94,0.74,0.98
