,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.13,0.13,0.44,0.53,0.68,0.24,0.31,0.75,0.92
bzbyte.csv,0.13,0.0,0.39,0.38,0.0,0.21,0.34,0.82,0.0
encog-java.csv,0.18,0.0,0.0,0.86,1.0,0.0,0.0,0.75,0.0
galaxium.csv,0.16,0.22,0.34,0.52,0.67,0.21,0.69,0.83,0.99
h2database.csv,0.3,0.46,0.0,0.71,1.0,0.33,0.5,1.0,0.0
haphazard.csv,0.17,0.1,0.53,0.46,1.0,0.46,0.13,0.71,1.0
jaql.csv,0.15,0.18,0.56,0.69,0.49,0.17,0.31,0.79,0.98
raven-monitoring.csv,0.13,0.11,0.7,0.53,0.5,0.25,0.26,0.71,0.94
v8.csv,0.12,0.14,0.39,0.38,0.42,0.16,0.29,0.76,0.96
