,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.12,0.42,0.45,0.36,0.72,0.8,0.34,0.69,0.16,0.07,0.42,0.43,0.82,0.85,0.04
amateur-scrolls.csv,0.18,0.0,0.42,0.54,1.0,0.89,0.67,0.91,0.09,0.02,0.49,0.0,0.89,0.9,0.02
biopax.csv,0.08,0.46,0.28,0.33,0.65,0.77,0.34,0.63,0.13,0.04,0.39,0.37,0.97,0.79,0.03
crux-framework.csv,0.08,0.89,0.22,0.25,0.75,0.9,0.57,0.56,0.0,0.08,0.41,0.17,0.62,0.79,0.2
exl.csv,0.11,0.43,0.3,0.31,0.52,0.8,0.41,0.74,0.08,0.02,0.4,0.58,0.71,0.92,0.03
ikvm.csv,0.05,0.76,0.25,0.22,0.49,0.75,0.31,0.39,0.15,0.02,0.29,0.24,0.6,0.4,0.02
irrlicht.csv,0.08,0.42,0.28,0.3,0.57,0.83,0.31,0.58,0.13,0.0,0.39,0.36,0.78,0.76,0.03
les-indemodables.csv,0.1,0.45,0.31,0.39,0.79,0.82,0.4,0.78,0.14,0.04,0.41,0.55,0.83,0.83,0.03
lportal.csv,0.17,0.67,0.38,0.0,1.0,0.7,0.0,1.0,0.17,0.15,0.47,0.51,1.0,0.88,0.25
ns-3-dev-def-routing.csv,0.12,0.45,0.32,0.47,0.81,0.82,0.34,0.81,0.14,0.05,0.52,0.39,0.92,0.91,0.03
qpe.csv,0.18,0.7,0.33,0.43,0.65,0.81,0.33,0.67,0.67,0.08,0.39,0.33,0.75,0.94,0.04
sigil.csv,0.18,0.38,0.39,0.36,0.81,0.81,0.34,0.86,0.16,0.06,0.46,0.43,0.94,0.83,0.02
ultimairis.csv,0.12,0.47,0.28,0.5,0.74,0.81,0.56,0.87,0.14,0.04,0.48,0.45,0.96,0.86,0.04
unflobtactical.csv,0.14,0.51,0.3,0.41,0.76,0.81,0.33,0.77,0.1,0.05,0.46,0.37,0.86,0.81,0.03
xbg.csv,0.04,0.4,0.29,0.0,0.57,0.72,0.42,0.38,0.29,0.01,0.33,0.24,0.75,0.44,0.0
