,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.59,0.73,0.47,0.76,0.47,0.65,0.7,0.6,0.62,0.52,0.67,0.64,0.63,0.48,0.72
amateur-scrolls.csv,0.53,1.0,0.57,0.42,0.74,0.77,0.66,0.43,0.82,0.92,0.76,1.0,0.56,0.39,0.85
biopax.csv,0.97,0.72,1.0,0.85,0.73,1.0,0.88,0.84,0.96,1.0,0.98,0.94,0.21,0.85,1.0
crux-framework.csv,0.84,0.64,0.86,0.87,0.92,0.73,0.73,0.78,1.0,0.62,0.68,0.94,0.94,0.77,0.11
exl.csv,0.57,0.7,0.68,0.74,0.78,0.75,0.71,0.46,0.86,0.87,0.7,0.62,0.87,0.3,0.82
ikvm.csv,0.92,0.24,0.77,0.85,0.89,0.89,0.85,1.0,0.82,0.94,0.86,0.89,1.04,1.1,0.85
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
les-indemodables.csv,0.59,0.68,0.67,0.58,0.41,0.59,0.57,0.51,0.66,0.92,0.69,0.44,0.65,0.57,0.73
lportal.csv,0.95,0.82,0.88,1.0,0.8,0.96,1.0,0.87,0.88,0.32,0.92,0.54,0.92,0.68,0.67
ns-3-dev-def-routing.csv,0.53,0.68,0.68,0.67,0.37,0.59,0.68,0.32,0.68,0.69,0.52,0.79,0.42,0.37,0.67
qpe.csv,0.39,0.69,0.65,0.72,0.6,0.62,0.86,0.58,0.5,0.46,0.73,0.78,0.8,0.61,0.59
sigil.csv,0.38,0.77,0.56,0.76,0.37,0.62,0.7,0.24,0.69,0.65,0.61,0.62,0.54,0.62,0.92
ultimairis.csv,0.54,0.67,1.0,0.51,0.51,0.71,0.41,0.37,0.91,0.99,0.58,0.58,0.35,0.47,0.71
unflobtactical.csv,0.47,0.6,0.7,0.59,0.42,0.62,0.76,0.41,0.93,0.82,0.6,0.92,0.49,0.64,0.92
xbg.csv,0.91,0.84,0.95,1.01,0.74,0.81,0.74,0.92,0.37,0.96,0.98,0.88,0.89,0.98,1.0
