,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.03,0.7,0.44,0.65,0.15,0.38,0.2,0.33
aztec.csv,0.15,0.7,0.23,0.46,0.41,0.88,0.3,0.14
jbpm.csv,0.0,0.74,0.77,0.11,0.0,0.0,0.1,0.02
mediate.csv,0.29,0.22,0.63,0.68,0.77,0.04,0.7,0.25
mycila.csv,0.94,0.85,0.29,0.32,0.51,1.0,0.7,0.54
neodatis-odb.csv,0.35,0.7,0.94,0.7,0.36,0.0,0.4,0.17
nsis.csv,0.71,0.26,0.75,0.57,0.85,0.08,0.8,0.75
rodin-b-sharp.csv,0.59,0.0,0.1,0.0,0.23,0.79,0.1,0.83
