,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.04,0.38,0.0,0.12,0.18,0.06,0.0,0.15,0.11,0.12,0.21,0.17,0.41,0.0,0.17,0.0,0.04,0.0,0.08
bzbyte.csv,0.81,0.86,0.68,0.76,0.62,0.94,0.7,0.63,0.73,0.83,0.89,0.0,0.89,0.77,0.84,0.62,0.76,1.0,0.71
chrysalis.csv,0.0,0.05,0.0,0.06,0.14,0.06,0.11,0.0,0.12,0.0,0.05,0.0,0.12,0.05,0.04,0.0,0.0,0.0,0.1
dspace-gsoc.csv,0.45,0.48,0.55,0.47,0.57,0.38,0.74,0.48,0.58,0.21,0.05,0.61,0.4,0.45,0.66,0.0,0.41,1.0,0.49
fbmanager.csv,0.16,0.33,0.0,0.35,0.44,0.62,0.19,0.3,0.71,0.25,0.74,0.5,0.39,0.36,0.26,0.0,0.49,0.0,0.45
fityk.csv,0.4,0.43,0.48,0.29,0.38,0.25,0.15,0.44,0.3,0.38,0.37,0.33,0.36,0.05,0.3,0.12,0.3,0.0,0.37
fleet-simulator.csv,0.62,0.9,0.61,0.76,0.95,0.94,0.93,0.89,0.81,0.62,0.89,0.89,0.82,0.73,0.88,0.0,0.65,1.0,0.86
freenet.csv,0.66,0.62,0.48,0.71,0.0,0.5,0.48,0.56,0.65,0.54,0.95,0.56,0.73,0.59,0.52,0.0,0.52,1.0,0.68
google-caja.csv,0.29,0.62,0.35,0.47,0.7,0.81,0.56,0.04,0.66,0.38,0.53,0.89,0.67,0.59,0.48,0.0,0.47,0.0,0.58
k3b.csv,0.58,0.86,0.71,0.41,0.44,0.5,0.41,0.33,0.44,0.0,0.84,0.33,0.72,0.73,0.68,0.88,0.3,1.0,0.22
mediaportal.csv,0.01,0.1,0.0,0.82,0.76,0.56,0.11,0.78,0.24,0.08,0.0,0.83,0.0,0.0,0.13,1.0,0.75,0.0,0.9
myfaces.csv,0.11,0.33,0.13,1.0,0.81,0.81,0.44,0.85,0.0,0.25,0.26,0.39,0.48,0.32,0.09,1.0,0.78,0.0,0.65
onotoa.csv,0.89,0.62,0.52,0.47,0.76,0.0,0.78,0.7,0.86,0.38,0.42,0.61,0.44,0.73,0.9,0.88,0.96,1.0,0.83
paintown.csv,0.01,0.33,0.13,0.29,0.42,0.75,0.3,0.44,0.66,0.46,0.53,0.56,0.36,0.5,0.35,0.0,0.63,0.0,0.62
poormans.csv,0.58,0.24,0.16,0.18,0.42,0.31,0.15,0.22,0.22,0.5,0.32,0.11,0.73,0.23,0.0,0.0,0.11,0.0,0.14
sqlpower-library.csv,0.44,0.67,0.48,0.0,0.59,0.44,0.7,0.3,0.16,0.5,0.37,0.17,0.78,0.77,0.36,0.25,0.25,0.0,0.29
triplea.csv,0.47,0.0,0.35,0.41,0.58,0.5,0.59,0.48,0.35,0.54,0.68,0.56,0.46,0.73,0.52,0.38,0.42,1.0,0.31
xamj.csv,0.29,0.29,0.45,0.35,0.56,0.38,0.26,0.15,0.23,0.42,0.26,0.5,0.41,0.45,0.33,0.0,0.25,0.0,0.0
