,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.12,0.57,0.07,0.55,0.53,0.15,0.97,0.4,0.49,0.02,0.26,0.25,0.68,0.11,0.54,0.07,0.18,0.43,0.36
bzbyte.csv,0.46,0.42,0.56,0.52,0.56,0.23,0.52,0.53,0.57,0.45,0.36,1.0,0.37,0.39,0.43,0.57,0.6,0.0,0.6
chrysalis.csv,0.05,0.15,0.04,0.33,0.41,0.17,0.3,0.27,0.23,0.02,0.0,0.05,0.43,0.02,0.07,0.16,0.91,0.26,0.24
dspace-gsoc.csv,0.43,0.45,0.62,0.36,0.44,0.34,0.39,0.6,0.45,0.45,0.94,0.47,0.31,0.53,0.48,0.52,0.18,0.0,0.42
fbmanager.csv,0.49,0.55,0.98,0.46,0.61,0.47,0.37,0.48,0.63,0.52,0.51,0.6,0.62,0.62,0.56,0.38,0.52,0.45,0.62
fityk.csv,0.46,0.43,0.62,0.64,0.64,0.3,0.53,0.56,0.55,0.44,0.55,0.47,0.59,0.97,0.75,0.13,0.34,0.53,0.63
fleet-simulator.csv,0.68,0.35,0.64,0.59,0.21,0.24,0.27,0.37,0.53,0.66,0.37,0.38,0.51,0.59,0.4,1.0,0.73,0.0,0.45
freenet.csv,0.58,0.58,0.66,0.57,0.99,0.52,0.57,0.59,0.63,0.68,0.2,0.56,0.6,0.61,0.65,0.61,0.62,0.0,0.6
google-caja.csv,0.66,0.63,0.7,0.7,0.6,0.48,0.72,0.97,0.62,0.43,0.71,0.36,0.58,0.6,0.75,0.84,0.73,0.84,0.68
k3b.csv,0.65,0.34,0.6,0.62,0.67,0.43,0.57,0.53,0.72,0.98,0.47,0.45,0.62,0.56,0.56,0.27,0.68,0.0,0.53
mediaportal.csv,0.01,0.26,0.0,0.45,0.48,0.68,0.35,0.48,0.22,0.0,0.04,0.43,0.93,0.02,0.14,0.0,0.31,0.28,0.33
myfaces.csv,0.11,0.58,0.25,0.0,0.46,0.51,0.58,0.39,0.92,0.12,0.26,0.47,0.56,0.19,0.37,0.0,0.3,0.33,0.53
onotoa.csv,0.31,0.61,0.54,0.43,0.51,1.0,0.52,0.54,0.39,0.27,0.46,0.53,0.5,0.43,0.34,0.35,0.17,0.0,0.44
paintown.csv,0.97,0.38,0.49,0.63,0.56,0.54,0.48,0.58,0.59,0.56,0.49,0.52,0.58,0.52,0.65,0.7,0.64,0.43,0.62
poormans.csv,0.38,0.48,0.25,0.54,0.63,0.31,0.46,0.37,0.59,0.34,0.2,0.27,0.54,0.29,1.0,0.52,0.35,0.49,0.53
sqlpower-library.csv,0.66,0.55,0.55,0.98,0.64,0.38,0.67,0.71,0.62,0.54,0.47,0.58,0.56,0.48,0.69,0.67,0.45,0.62,0.65
triplea.csv,0.67,0.98,0.6,0.77,0.68,0.43,0.49,0.6,0.73,0.57,0.55,0.57,0.56,0.51,0.61,0.67,0.8,0.0,0.67
xamj.csv,0.58,0.61,0.56,0.58,0.63,0.51,0.37,0.54,0.74,0.56,0.35,0.55,0.61,0.53,0.68,0.5,0.45,0.46,0.97
